trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.1250907645364443,1,invalid_win,266.5905720999999,29,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.022422353585492272,1,invalid_win,270.95692059999965,30,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.8214201922851342,1,valid_win,274.8391993000005,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6036750624975067,0,valid_lose,278.67134179999994,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.31256361555352663,0,valid_lose,282.4867825000001,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.67493139999897,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.58253349999904,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.68972380000014,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6059260999991,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8764734915683375,0,valid_lose,293.34851829999934,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.7278044230619681,0,valid_lose,296.3968875999999,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5549712668786437,0,valid_lose,300.1804124999999,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.30511877573876767,0,valid_lose,303.94564100000025,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.33310949199613393,0,valid_lose,307.9286339999999,31,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.2969933487896599,1,valid_win,311.7263404000005,32,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.6623836776045021,1,valid_win,315.5591156999999,33,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.30247248590093334,0,valid_lose,319.38917500000025,33,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6241320411278541,0,valid_lose,323.28804610000043,33,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.5180761862068517,1,valid_win,327.35476689999996,34,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.7351523760289552,1,valid_win,331.8695566000006,35,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.8211260840840903,1,valid_win,335.7355413999994,36,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.05365544276333967,0,invalid_lose,339.6013273999997,36,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.3432711432976483,0,valid_lose,343.4312768,36,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.0847727563239179,1,invalid_win,347.21409850000055,37,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.8417208292670021,1,valid_win,351.21369890000096,38,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4304475918849494,1,valid_win,355.04528290000053,39,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.8722306058738423,0,valid_lose,358.87600249999923,39,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.05566614701395589,0,invalid_lose,362.6748219000001,39,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.2989562793337659,0,valid_lose,366.4082827000002,39,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.5899079999999,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.24936940000043,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.225454899999,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.10907399999996,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.6001599366439908,1,valid_win,376.03788689999965,40,,,,,373.76779610000085,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.1869560233326043,0,invalid_lose,379.9203811999996,40,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.17253349701500498,0,invalid_lose,384.81893560000026,40,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.6149876586671101,1,valid_win,389.1670613999995,41,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.823302554527394,0,valid_lose,393.7652779,41,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.18118844418935254,0,invalid_lose,397.58092919999945,41,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.5548231020559747,1,valid_win,401.7626959999998,42,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.5155228597109226,1,valid_win,406.31140419999974,43,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8078208376213627,0,valid_lose,410.0920193000002,43,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.08458176252343164,0,invalid_lose,413.3114378999999,43,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5102433142241907,0,valid_lose,417.4065420000006,43,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.24962600443549943,1,invalid_win,421.2546394000001,44,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5310537956420908,0,valid_lose,425.0551095999999,44,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.8004987228890846,1,valid_win,428.9027848000005,45,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.86305991318443,0,valid_lose,432.73412889999963,45,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.6180447268162407,0,valid_lose,436.5180068999998,45,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6873036604936466,0,valid_lose,440.3648857999997,45,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.3559618505187355,1,valid_win,443.61827489999996,46,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.19121357782533444,1,invalid_win,447.46283419999963,47,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.7978994952927133,1,valid_win,451.2780708999999,48,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,543.4711286000002,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,545.2316446999994,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,547.3434218000002,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,548.4413076000001,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8219116668954685,0,valid_lose,462.89041610000095,48,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.2692244200663291,0,valid_lose,466.70724169999994,48,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7509907329266425,0,valid_lose,470.7727403000008,48,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.9595615027705077,1,valid_win,474.5718890999997,49,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5628147643686418,0,valid_lose,477.9029909000001,49,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.33371941863347865,1,valid_win,481.66958069999964,50,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.3678778230179228,0,valid_lose,485.4660920999995,50,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.4125002829966897,1,valid_win,489.19974550000006,51,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.10868192816214728,0,invalid_lose,493.16572180000003,51,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.6041442210152104,1,valid_win,497.11388850000003,52,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.726958018098208,0,valid_lose,501.06204009999965,52,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
