trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,estimation_exp2.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,thank_you.stopped,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,488.779283699987,,,,,,,,,,,,,,488.6389020999777,False,18,79,True,exp2.png,exp1.png,trial_left_image,490.77378119999776,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.21624864171305835,1,invalid_win,446.58996879996266,490.77403659996344,491.3886891999864,48,491.388702599972,493.18715259997407,,,,,,,,,,,488.6380351000116,488.638858899998,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,493.3352591000148,,,,,,,,,,,,,,493.1893187999958,False,19,80,True,exp4.png,exp3.png,trial_left_image,495.25676789996214,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9061508525763458,1,valid_win,451.07304609997664,495.25711919995956,495.87272849999135,49,495.87278129998595,497.6690820999793,,,,,,,,,,,493.18812619999517,493.18925840000156,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,497.8504662999767,,,,,,,,,,,,,,497.66978150000796,True,,,,,,,497.7474387999973,,,,,,,,,,,,,,497.7474560000119,497.7623137999908,,497.7623295999947,497.77902009995887,,,,,,,,,,,497.6693660999881,497.6697658000048,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,497.8504662999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.78416599996854,497.8504662999767,502.30637629999546,33.0,3.713983300025575,"[(33.0, 3.713983300025575)]",,,33.0,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,502.3682771999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.3069802999962,502.3682771999738,504.41587289999006,85.0,1.7059667999856174,"[(85.0, 1.7059667999856174)]",,,,85.0,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,504.4770786999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.4163904999732,504.4770786999725,504.8893497000099,None,None,[],,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,504.94987959996797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8898080000072,504.94987959996797,507.98934839997673,78.0,2.091412399953697,"[(78.0, 2.091412399953697)]",,78.0,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,508.1169796999893,,,,,,,,,,,,,,507.99804420000874,False,20,81,True,exp2.png,exp1.png,trial_left_image,510.3884158000001,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.746844703251133,0,valid_lose,466.20474469999317,510.38882079999894,511.0031334999949,49,511.00315919995774,512.8013253000099,,,,,,,,,,,507.9973999999929,507.9980268999934,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,512.939128500002,,,,,,,,,,,,,,512.8033321999828,False,21,82,False,exp3.png,exp4.png,trial_right_image,515.0546852999832,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5649107025227657,1,valid_win,470.8711420999607,515.0552242000122,515.6689365999773,50,515.6689595999778,517.4669304999989,,,,,,,,,,,512.8022619999829,512.8032700999756,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,517.6061293999664,,,,,,,,,,,,,,517.4683091999614,False,22,83,True,exp2.png,exp1.png,trial_right_image,520.0373509000055,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.5047180562269389,1,valid_win,475.85379279998597,520.0378755999845,520.6516500000143,51,520.6516690999852,522.4505017999909,,,,,,,,,,,517.4675386999734,517.468272899976,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,522.6050032000057,,,,,,,,,,,,,,522.4524887999869,False,23,84,True,exp4.png,exp3.png,trial_left_image,524.4031327000121,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8023510169881813,1,valid_win,480.2194388000062,524.4035128999967,525.0179633999942,52,525.0179925999837,526.8161031999625,,,,,,,,,,,522.4513736999943,522.45243569999,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,526.9642609999864,,,,,,,,,,,,,,526.8182888000156,False,24,85,True,exp2.png,exp1.png,trial_right_image,529.2359848999768,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.37976362584228196,1,valid_win,485.05247239995515,529.2365576999728,529.8505304999999,53,529.8505580999772,531.6483509999816,,,,,,,,,,,526.8170817999635,526.8182283999631,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,531.7998475999921,,,,,,,,,,,,,,531.6498317999649,False,25,86,True,exp4.png,exp3.png,trial_left_image,533.5861337999813,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.33051702069436995,1,valid_win,489.40248769999016,533.5865660000127,534.2004738000105,54,534.2005176999955,535.9983493000036,,,,,,,,,,,531.6490004999796,531.649791600008,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,536.1409296999918,,,,,,,,,,,,,,536.00060629996,False,26,87,False,exp1.png,exp2.png,trial_left_image,538.9011234999634,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.31860927834640584,1,valid_win,494.7173748000059,538.9014461999759,539.5161135999952,55,539.516150099982,541.3138876999728,,,,,,,,,,,535.9993325999822,536.0004964999971,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,541.4646152000059,,,,,,,,,,,,,,541.3156309999758,False,27,88,False,exp3.png,exp4.png,trial_right_image,543.3844231999828,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8240061147867157,1,valid_win,499.2008413999574,543.3849237000104,543.9989360999898,56,543.9989683000022,545.7965293999878,,,,,,,,,,,541.3146877000108,541.3155833999626,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,545.9355080999667,,,,,,,,,,,,,,545.7978849000065,False,28,89,False,exp1.png,exp2.png,trial_left_image,547.6335578999715,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.09521536101359185,0,invalid_lose,503.4498879999737,547.6339645999833,548.2484413000057,56,548.2484729000134,550.0460149999708,,,,,,,,,,,545.7971171999816,545.7978483999614,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,550.2006181000033,,,,,,,,,,,,,,550.0473845999804,False,29,90,True,exp4.png,exp3.png,trial_left_image,551.8671228999738,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3309862492010802,1,valid_win,507.6835057999706,551.8675866000121,552.480856899987,57,552.480880499992,554.2787749000126,,,,,,,,,,,550.0466169000138,550.0473485999973,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,554.4186997999786,,,,,,,,,,,,,,554.280128799961,False,30,91,False,exp1.png,exp2.png,trial_left_image,556.9670053999871,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.0017049449366077774,0,invalid_lose,512.7835419999901,556.9676305999747,557.580727899971,57,557.5807460999931,559.378925499972,,,,,,,,,,,554.2793808999704,554.2800915999687,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,559.5370852999622,,,,,,,,,,,,,,559.3806908999686,False,31,92,False,exp3.png,exp4.png,trial_right_image,561.2323382999748,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8610176273404945,1,valid_win,517.0487318999949,561.232812399976,561.8462329999893,58,561.8462605999666,563.64487129997,,,,,,,,,,,559.379735799972,559.3806434000144,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,563.7829630000051,,,,,,,,,,,,,,563.6465234999778,False,32,93,True,exp2.png,exp1.png,trial_left_image,566.1641220999882,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.2803544266921425,0,valid_lose,521.9803549000062,566.1644256999716,566.778777599975,58,566.7787923999713,568.5774804999819,,,,,,,,,,,563.6456659999676,563.6464830999612,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,568.7241404000088,,,,,,,,,,,,,,568.5790794999921,False,33,94,False,exp3.png,exp4.png,trial_right_image,570.497975700011,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.4200492736588767,1,valid_win,526.3144088999834,570.498495900014,571.112401099992,59,571.1124339000089,572.9100903999642,,,,,,,,,,,568.578150199959,568.5790378999664,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,573.0558024999918,,,,,,,,,,,,,,572.9116180000128,False,34,95,False,exp1.png,exp2.png,trial_left_image,575.5631775999791,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.19423687742829343,0,invalid_lose,531.3794893999584,575.5635646000155,576.1777998000034,59,576.1778243999579,577.9762102999957,,,,,,,,,,,572.9107562999707,572.9115771999932,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,578.1202504999819,,,,,,,,,,,,,,577.978205899999,False,35,96,False,exp3.png,exp4.png,trial_right_image,579.9964351999806,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5456188621685208,1,valid_win,535.8128696999629,579.9969521999592,580.6108446000144,60,580.6108701999765,582.4091509999707,,,,,,,,,,,577.9771061000065,577.9781521999976,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,582.5543870999827,,,,,,,,,,,,,,582.4113997999812,False,36,97,False,exp1.png,exp2.png,trial_right_image,584.6455979999737,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.8191390775785021,0,valid_lose,540.4619283999782,584.6460066,585.2605898999609,60,585.2606398999924,587.0578710999689,,,,,,,,,,,582.4100966000115,582.4113141999696,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,587.1989197999937,,,,,,,,,,,,,,587.0593764999649,False,37,98,True,exp4.png,exp3.png,trial_left_image,588.7284610999632,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.34077344200530824,1,valid_win,544.5448393999832,588.7289190000156,589.3435526000103,61,589.3435884999926,591.1408546000021,,,,,,,,,,,587.0584574000095,587.0593288000091,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,591.2777802000055,,,,,,,,,,,,,,591.1426378999604,False,38,99,True,exp2.png,exp1.png,trial_left_image,593.6445415999624,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.9363708797762739,0,valid_lose,549.4608820999856,593.6449595000013,594.259247799986,61,594.2592768999748,596.0571855999879,,,,,,,,,,,591.1416845999775,591.142597500002,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,596.2018818999641,,,,,,,,,,,,,,596.0585214999737,False,39,100,True,exp4.png,exp3.png,trial_left_image,597.7945008999668,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9859530985641767,1,valid_win,553.6108961999998,597.7949766999809,598.4086312999716,62,598.4086580000003,600.2067339000059,,,,,,,,,,,596.0577743999893,596.0584850999876,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,600.4117128999787,,,,,,,,,,,,,,600.2089450999629,True,,,,,,,600.29827629996,,,,,,,,,,,,,,600.2982927999692,600.3122543999925,,600.3122714000056,600.3364674999611,,,,,,,,,,,600.2077386999736,600.208884099964,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,600.4117128999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.3459524000064,600.4117128999787,605.0939017999917,27.0,3.8395276999799535,"[(27.0, 3.8395276999799535)]",,,27.0,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,605.1550274000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0946013999637,605.1550274000037,607.7278883999679,77.0,1.6557534000021406,"[(77.0, 1.6557534000021406)]",,,,77.0,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,607.7934193999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.7285240999772,607.7934193999972,611.7615120999981,15.0,3.0522398999892175,"[(15.0, 3.0522398999892175)]",15.0,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,611.8269893999677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7624671999947,611.8269893999677,614.576767099963,79.0,1.7664486999856308,"[(79.0, 1.7664486999856308)]",,79.0,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,614.7111847999622,,,,,,,,,,,,,,614.586137300008,False,40,101,False,exp1.png,exp2.png,trial_left_image,618.2743488000124,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.6022294920579442,1,valid_win,574.0906516999821,618.2747272999841,618.8897609999985,63,618.8898060999927,620.686864999996,,,,,,,,,,,614.5852895000135,614.5861162999645,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,620.8249333999702,,,,,,,,,,,,,,620.6882188000018,False,41,102,True,exp4.png,exp3.png,trial_left_image,622.5913196000038,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.18929432287165282,0,invalid_lose,578.4079391999985,622.5920323999599,623.2052029999904,63,623.2052219999605,625.0033445999725,,,,,,,,,,,620.6874214999843,620.6881847999757,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,625.145490099967,,,,,,,,,,,,,,625.0054696999723,False,42,103,False,exp1.png,exp2.png,trial_left_image,627.7905528999981,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.3425666241563817,1,valid_win,583.6070409999811,627.791127000004,628.4048173999763,64,628.404839899973,630.2027272999985,,,,,,,,,,,625.0043133000145,625.0054091999773,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,630.3467608999927,,,,,,,,,,,,,,630.2046416999656,False,43,104,True,exp4.png,exp3.png,trial_right_image,632.5565895999898,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.562815218961811,0,valid_lose,588.3730173999793,632.5571002999786,633.1707220000098,64,633.170741799986,634.9688839999726,,,,,,,,,,,630.2035784999607,630.2045882999664,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,635.1183032999979,,,,,,,,,,,,,,634.9711401999812,False,44,105,False,exp1.png,exp2.png,trial_left_image,636.7057338999584,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.8465301537983283,1,valid_win,592.5221108999685,636.7061899999972,637.3201029999764,65,637.3201327999705,639.1187733999686,,,,,,,,,,,634.9699401999824,634.9710770999664,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,639.2583737999666,,,,,,,,,,,,,,639.1212380999932,False,45,106,False,exp3.png,exp4.png,trial_right_image,641.0555228000158,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8041277759781988,1,valid_win,596.8720602999674,641.0561501999618,641.6696676000138,66,641.6696931999759,643.4676075999741,,,,,,,,,,,639.1199038999621,639.1211736999685,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,643.6174867000082,,,,,,,,,,,,,,643.4695608000038,False,46,107,False,exp1.png,exp2.png,trial_left_image,645.37145039998,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.2556079407367533,1,valid_win,601.1879609999596,645.3720464999788,645.9860258999979,67,645.9860686999746,647.7835068000131,,,,,,,,,,,643.4683753999998,643.4694888999802,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,647.9238180000102,,,,,,,,,,,,,,647.7848121999996,False,47,108,True,exp4.png,exp3.png,trial_left_image,650.4535628999583,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.11863874356504145,0,invalid_lose,606.2698345999816,650.4539066000143,651.0682265000069,67,651.0682490000036,652.866200599994,,,,,,,,,,,647.7841045999667,647.7847755000112,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,653.0152011999744,,,,,,,,,,,,,,652.868098100007,False,48,109,True,exp2.png,exp1.png,trial_right_image,655.186309200013,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.6452798624834064,1,valid_win,611.0026537000085,655.1867305999622,655.801027700014,68,655.8010498000076,657.5983220000053,,,,,,,,,,,652.8670080999727,652.8680473999702,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,657.7389021000126,,,,,,,,,,,,,,657.598965400015,False,49,110,True,exp4.png,exp3.png,trial_left_image,659.8517035999685,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6150356152774472,1,valid_win,615.6678332999581,659.851897799992,660.466852099984,69,660.4668674999848,662.2645761999884,,,,,,,,,,,657.5986300999648,657.5989523999742,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,662.4322595999693,,,,,,,,,,,,,,662.2653253999888,False,50,111,True,exp2.png,exp1.png,trial_right_image,665.6015182000119,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7252337767104808,1,valid_win,621.417882299982,665.601960800006,666.2163469999796,70,666.2163647999987,668.014462799998,,,,,,,,,,,662.2648733999813,662.2653094999841,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
