trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,estimation_exp2.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,thank_you.stopped,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,668.1608797999797,,,,,,,,,,,,,,668.0164149999619,False,51,112,True,exp4.png,exp3.png,trial_left_image,670.0843412000104,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.054463637314042246,0,invalid_lose,625.900633000012,670.084706499998,670.6993488000007,70,670.6993845999823,672.496738399961,,,,,,,,,,,668.0153672999586,668.0163621999673,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,672.6308922999888,,,,,,,,,,,,,,672.4977636999683,False,52,113,False,exp1.png,exp2.png,trial_left_image,675.4174123000121,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.8796633067416956,1,valid_win,631.2338966999669,675.4179813999799,676.032183400006,71,676.032216099964,677.8298011000152,,,,,,,,,,,672.4971801000065,672.4977359999903,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,677.9720433999901,,,,,,,,,,,,,,677.8312406999758,False,53,114,False,exp3.png,exp4.png,trial_right_image,679.9996069999761,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2843530916363529,1,valid_win,635.815890799975,679.9999636000139,680.6143931999686,72,680.6144167999737,682.4127894999692,,,,,,,,,,,677.8304127000156,677.8312035999843,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,682.561166999978,,,,,,,,,,,,,,682.415104100015,False,54,115,False,exp1.png,exp2.png,trial_left_image,684.3992681999807,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.6392611306293032,1,valid_win,640.2156433999771,684.3997223000042,685.0143722000066,73,685.0143991999794,686.8123363999766,,,,,,,,,,,682.4137485999963,682.4150425000116,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,686.9646255999687,,,,,,,,,,,,,,686.8144933999865,False,55,116,False,exp3.png,exp4.png,trial_right_image,688.916572099959,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8839384825070243,1,valid_win,644.7336813999573,688.9178071999922,689.5296822999953,74,689.5296966999886,691.3279134999611,,,,,,,,,,,686.8132964000106,686.8144321999862,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,691.47552919999,,,,,,,,,,,,,,691.3295721999602,False,56,117,True,exp2.png,exp1.png,trial_left_image,693.8312063000049,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.44919903254863014,0,valid_lose,649.6475397999748,693.8316162999836,694.4458797000116,74,694.445894000004,696.2440988000017,,,,,,,,,,,691.3286020999658,691.3295314999996,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,696.4013965000049,,,,,,,,,,,,,,696.2460420000134,False,57,118,True,exp4.png,exp3.png,trial_left_image,698.1644298000028,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6259053440711924,1,valid_win,653.9809249999817,698.1650204999605,698.7798471999704,75,698.7798960999935,700.5769690999878,,,,,,,,,,,696.24496370001,696.2459891999606,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,700.7255036999704,,,,,,,,,,,,,,700.5790588000091,False,58,119,True,exp2.png,exp1.png,trial_right_image,703.3314703999786,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7516273163923354,1,valid_win,659.1480622999952,703.3321553000133,703.9454146999633,76,703.9454436000087,705.7430063000065,,,,,,,,,,,700.5778543999768,700.5789738000021,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,705.8801030999748,,,,,,,,,,,,,,705.7449687999906,False,59,120,False,exp3.png,exp4.png,trial_right_image,708.3791008999688,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.34007401407553906,1,valid_win,664.1954096999834,708.3794848999823,708.9947539999848,77,708.994782899972,710.7923881000024,,,,,,,,,,,705.7438704000087,705.7449147999869,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,710.9922504000133,,,,,,,,,,,,,,710.7944241999649,True,,,,,,,710.8817994999699,,,,,,,,,,,,,,710.88181479997,710.8967829999747,,710.8967991999816,710.9188830999774,,,,,,,,,,,710.7933154999628,710.7943872999749,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,710.9922504000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.9252044999739,710.9922504000133,720.2962791000027,48.0,8.312833299976774,"[(48.0, 8.312833299976774)]",,,48.0,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,720.359528800007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.2969922999619,720.359528800007,721.6798550999956,None,None,[],,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,721.7447220999748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.6804936999688,721.7447220999748,724.7276183000067,20.0,2.135702700004913,"[(20.0, 2.135702700004913)]",20.0,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,724.7900267000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.7280523999943,724.7900267000077,729.1447158000083,None,None,[],,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,729.1450923999655,96,51,45,323.12179070001,0,774.0237606999581,space,44.80688300001202,None,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
