trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,total_learning_time,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8192631777111615,0,valid_lose,10.812698800000362,0,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.47550602617768867,0,valid_lose,40.87824819999969,0,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6874406204660215,1,valid_win,56.266645300000164,1,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.12310190955324585,0,invalid_lose,61.93028049999975,1,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.44412588218908744,1,valid_win,69.73088209999969,2,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.048499368409416044,0,invalid_lose,76.5116909999997,2,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.28931990769653637,1,valid_win,90.22699980000016,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6912283276677955,0,valid_lose,98.6610725999999,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.2199494981685779,0,invalid_lose,103.85859979999987,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.08004264376023085,0,invalid_lose,108.22915680000006,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3036113332866669,0,valid_lose,112.82367260000046,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4607134785102026,0,valid_lose,117.40606019999996,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.07968261042602176,0,invalid_lose,123.67408570000043,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7814643397679142,0,valid_lose,127.8888022000001,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.1005867243664601,0,invalid_lose,132.70722230000047,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7179732782282362,0,valid_lose,137.03854109999975,3,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8552310068638111,1,valid_win,147.48800910000045,4,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.20627684060636098,1,invalid_win,155.26954579999983,5,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.476598675264968,1,valid_win,163.73593940000046,6,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.21774946068765477,1,invalid_win,169.60107940000034,7,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],247.6352467000006,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],253.69870150000042,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],257.24891470000057,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],259.6705451000007,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9616661433509675,1,valid_win,190.36436560000038,8,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.48802769355167297,1,valid_win,195.57086290000007,9,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.48509635206241475,0,valid_lose,202.93000329999995,9,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6402449464949815,0,valid_lose,208.7640704000005,9,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.4062042997164489,1,valid_win,215.69509870000002,10,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3984145021295079,1,valid_win,222.17903780000051,11,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.24251264103236114,0,invalid_lose,229.44352660000004,11,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7426872624344937,0,valid_lose,234.9928928999998,11,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.31488981399437155,1,valid_win,241.57495710000057,12,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6364508047568823,1,valid_win,253.65670279999995,13,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6351641612672018,0,valid_lose,259.8893415000002,13,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9776485610508896,1,valid_win,265.4386145999997,14,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.021971857799268024,1,invalid_win,271.7860889000003,15,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.4905617798781867,1,valid_win,277.47019610000007,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.576348886242393,0,valid_lose,284.3872257000003,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.07732907482256057,0,invalid_lose,289.6685142000006,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9136880831655076,0,valid_lose,296.11856929999976,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.11143360801655566,0,invalid_lose,301.5176303999997,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.35097727656124555,0,valid_lose,307.91527920000044,16,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7073305419880124,1,valid_win,312.3475672000004,17,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],390.1792114,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],393.8863929000008,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],396.33745140000065,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],397.8326439000002,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3562495116083567,0,valid_lose,329.1298493000004,17,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8129362001247729,1,valid_win,334.6277882000004,18,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.10630728179968629,0,invalid_lose,340.56120400000054,18,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.593873338439746,1,valid_win,345.6099574,19,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.021920257810244315,1,invalid_win,352.00889689999985,20,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7230168316224728,1,valid_win,357.59245379999993,21,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.767089707394917,0,valid_lose,367.25696119999975,21,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.20467148083469155,0,invalid_lose,372.77396469999985,21,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.0020572556676546894,1,invalid_win,378.3223558999998,22,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.2777036605094735,1,valid_win,383.8008987000003,23,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5985065543635832,0,valid_lose,391.3874179000004,23,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3637924152892218,1,valid_win,396.5534722000002,24,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5442045472234976,0,valid_lose,402.7190977999999,24,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.07280109584493988,0,invalid_lose,407.93499750000046,24,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7017755380948543,0,valid_lose,417.03430730000036,24,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.630405622151516,1,valid_win,422.26646400000027,25,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.03208888514695507,0,invalid_lose,427.5335276000005,25,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6547788300899717,1,valid_win,433.06504810000024,26,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
