trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.6640196999997,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.75486360000014,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.77925199999936,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7119346297764146,0,valid_lose,201.83030320000034,16,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3606869003190516,1,valid_win,205.21208959999967,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.582371816316902,0,valid_lose,209.0445023000002,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.03050146383751451,0,invalid_lose,212.42618690000018,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.17860576131963346,0,invalid_lose,215.72496159999992,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7849409196454195,0,valid_lose,218.8451925999998,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.023087790659570895,0,invalid_lose,221.80638259999978,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9087417105299489,0,valid_lose,224.77218730000004,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8689762804387005,0,valid_lose,227.7546755000003,17,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.0011377565220305197,1,invalid_win,231.5538862000003,18,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5448723030485614,1,valid_win,235.73507400000017,19,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.0881541090291349,0,invalid_lose,239.60101810000015,19,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9444685776228859,0,valid_lose,243.46612660000028,19,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.25626710883598725,1,valid_win,246.5851204999999,20,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9559179205002315,0,valid_lose,250.91355610000028,20,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.1915208270804254,1,invalid_win,254.76259260000006,21,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5242834047967088,0,valid_lose,258.6610105,21,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.008403242146088674,1,invalid_win,262.40984500000013,22,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.45158316235309803,0,valid_lose,266.12525949999963,22,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6918352965421427,0,valid_lose,269.3938742,22,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.66832819999945,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6079340999995,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0220056999997,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.42707939999946,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.19322282945338298,0,invalid_lose,276.67211659999975,22,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6644781316387153,0,valid_lose,279.83673329999965,22,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8170972718123376,1,valid_win,282.83576449999964,23,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.20532036493730021,0,invalid_lose,286.63489430000027,23,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9355830808721171,1,valid_win,290.3837822000005,24,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.25980327614714205,1,valid_win,294.24892180000006,25,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6080670642939908,1,valid_win,298.0479611999999,26,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8270632648606647,0,valid_lose,301.77964989999964,26,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.08072378411687864,1,invalid_win,304.7995711000003,27,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.02041274868872589,0,invalid_lose,309.2109562000005,27,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.03962381103163781,1,invalid_win,312.2958316000004,28,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.42600253847351066,1,valid_win,315.2585095000004,29,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9236161228993445,1,valid_win,318.4416210999998,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4691858882631774,0,valid_lose,321.4731142999999,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.12059046702030829,0,invalid_lose,324.72532500000034,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7579579798074481,0,valid_lose,328.4871866000003,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.19626255513715418,0,invalid_lose,332.9695935,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.39409617024184096,0,valid_lose,336.85103340000023,30,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6428457060687048,1,valid_win,340.6333235000002,31,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.02751010597409731,1,invalid_win,344.3988562000004,32,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.6729865999996,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4997145999996,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9763058999997,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.44578209999963,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.6852185426213977,1,valid_win,352.44609200000014,33,,,,,,,350.75193500000023,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.907853071153298,1,valid_win,356.1945730999996,34,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.8304708136291525,1,valid_win,359.97623870000007,35,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9220944581742264,0,valid_lose,363.7924286999996,35,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.8519161529886382,0,valid_lose,367.62671580000006,35,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.31849885685055046,1,valid_win,370.5895276000001,36,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.35936661104010925,0,valid_lose,373.65484689999994,36,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7437577633382639,1,valid_win,377.8536409999997,37,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.3809747164049483,1,valid_win,381.40498949999983,38,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.37481190338477655,0,valid_lose,385.2512649999999,38,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.1382619879413738,0,invalid_lose,388.2669440999998,38,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7396434187000215,0,valid_lose,391.4373317999998,38,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.9958571886170082,1,valid_win,394.49793279999994,39,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8949821067350583,1,valid_win,398.66337120000026,40,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.43249434490800565,1,valid_win,401.64559160000044,41,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.849759012660536,1,valid_win,405.0956292999999,42,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.6544396148886052,0,valid_lose,409.11012200000005,42,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
