trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.01787672331446899,0,invalid_lose,412.92581280000013,42,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.94132688863335,1,valid_win,416.7582031000002,43,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5785080969708285,0,valid_lose,420.6898514000004,43,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,494.9763241999999,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,496.85643439999967,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,497.2403255999998,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,497.6570058999996,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.5926672485545045,0,valid_lose,427.73746870000014,43,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.19914166616459827,1,invalid_win,431.4861311000004,44,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.4355438290904312,0,valid_lose,435.31752680000045,44,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.466953638801489,0,valid_lose,438.30067750000035,44,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.2310584763683663,1,invalid_win,441.3657591000001,45,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.35455314236976687,0,valid_lose,444.35587959999975,45,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.01111454552668234,0,invalid_lose,447.43485839999994,45,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.3735059264112446,0,valid_lose,450.5183385,45,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.24072878863797098,1,invalid_win,453.49732980000044,46,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.1213024851552228,0,invalid_lose,456.7131725999998,46,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.008374587313928927,1,invalid_win,460.40960970000015,47,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,112,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.2497108494659287,1,invalid_win,463.4450280000001,48,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,113,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.49789296002384986,0,valid_lose,466.5570237000002,48,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,114,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.023271552564028575,0,invalid_lose,470.3065280999999,48,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,115,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.3181668346608918,1,valid_win,474.22144430000026,49,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,116,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7946765609148349,0,valid_lose,477.3042443000004,49,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,117,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.18389092363144366,1,invalid_win,481.4859526,50,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,118,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9818063474508287,0,valid_lose,484.5513584999999,50,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,119,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.5697858070940097,1,valid_win,490.78195890000006,51,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,120,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.06475788119099568,0,invalid_lose,494.6314634999999,51,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,568.9062112000001,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,570.5661014999996,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,570.9139494000001,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,571.3163119000001,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,False,40,121,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.8247990256534216,0,valid_lose,502.3453749999999,51,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,41,122,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.44790937183174206,0,valid_lose,506.99332719999984,51,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,42,123,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.7509639479857653,1,valid_win,511.54216859999997,52,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,43,124,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.3561130763207432,0,valid_lose,516.0407960000002,52,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,44,125,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.8293844393227178,0,valid_lose,520.0269350999997,52,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,45,126,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.648193365293869,1,valid_win,524.3717266000003,53,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,46,127,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.2047466349091266,0,invalid_lose,529.5860384999996,53,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,47,128,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.42517480788341977,1,valid_win,533.6848146000002,54,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,48,129,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.753427127427692,0,valid_lose,537.4676215999998,54,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,49,130,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.43398387871956945,1,valid_win,540.5190768000002,55,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,50,131,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.29073352576702927,0,valid_lose,543.7979508999997,55,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,51,132,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8178682993972796,0,valid_lose,547.6632976000001,55,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,52,133,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.8344742056693107,0,valid_lose,550.8477432,55,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,134,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8629025346979379,1,valid_win,553.811299,56,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,135,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.06427388894893893,1,invalid_win,557.7932827000004,57,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,136,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7754523552235508,1,valid_win,561.7917662999998,58,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,137,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.7461478357495593,0,valid_lose,565.6740546000001,58,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,138,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4328064839769675,0,valid_lose,569.4055014000005,58,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,139,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.07997909346186827,0,invalid_lose,572.3719186999997,58,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,59,140,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.049781692013360135,1,invalid_win,575.4231956000003,59,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,649.7015316999996,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,651.0229743999998,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,651.3714386000001,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,651.7232800000002,None,None,[],,,,,,,,,sub_265,2023-12-13_16h47.38.598,Reversal,2023.1.3,60.043723839517185,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,60,33,27,229.60425049999958,1,,,,,,,
