trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,trial.stopped,feedback_preparation.started,feedback_preparation.stopped,feedback.started,feedback.stopped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation.started,estimation_rating.started,estimation.stopped,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,280.1607209001668,,,,,,,,,,,,280.01705330004916,280.0180679000914,280.01811280008405,False,283.5864671000745,283.5868170000613,284.20077130012214,284.2008007001132,285.99846540018916,28,29,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9912289830752401,1,valid_win,198.00760699994862,17,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,286.13818540005013,,,,,,,,,,,,285.99912689998746,285.99979060003534,285.99982170015574,False,288.4519537000451,288.45238959998824,289.06657690019347,289.06660330016166,290.8644183999859,29,30,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.36623747994541933,0,valid_lose,202.87318959995173,17,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,290.98900070018135,,,,,,,,,,,,290.8648481001146,290.8653659999836,290.86538820015267,False,292.91922300006263,292.919745300198,293.5334648001008,293.5335045000538,295.33060170011595,30,31,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6362053836696883,1,valid_win,207.34054009988904,18,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,295.4687598000746,,,,,,,,,,,,295.33114560018294,295.33177649998106,295.3318041001912,False,301.48349650017917,301.4839080001693,302.09853710001335,302.09857330005616,303.8960997001268,31,32,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.06434947358397902,0,invalid_lose,215.90470959991217,18,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,304.02363940002397,,,,,,,,,,,,303.896607800154,303.8972034000326,303.8972263999749,False,306.03335180017166,306.033878199989,306.647711600177,306.64773080009036,308.44539110013284,32,33,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.28828511907102927,0,valid_lose,220.45467379991896,18,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,308.5867104001809,,,,,,,,,,,,308.4458588999696,308.44642699998803,308.4464514001738,False,310.21529099997133,310.2156551000662,310.830260100076,310.83028380014,312.6281974001322,33,34,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.10558951133982286,1,invalid_win,224.63645849982277,19,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,312.76620810013264,,,,,,,,,,,,312.6287120000925,312.6292793999892,312.6293048001826,False,314.6996147001628,314.7001531000715,315.31321070017293,315.31323110009544,317.11098580015823,34,35,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.890197909795695,0,valid_lose,229.12094759987667,19,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,317.24661840009503,,,,,,,,,,,,317.111364700133,317.1119127001148,317.11193190002814,False,319.24775229999796,319.24814020004123,319.8627626001835,319.8627871000208,321.6605740999803,35,36,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.04103101507717355,1,invalid_win,233.6689430999104,20,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,321.7936366000213,,,,,,,,,,,,321.6611896001268,321.6618892000988,321.66192120010965,False,323.94715370004997,323.94756560004316,324.56289419997483,324.5629213000648,326.3601553000044,36,37,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.3760610857259593,1,valid_win,238.36836769990623,21,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,326.5037037001457,,,,,,,,,,,,326.36093680001795,326.3617112999782,326.3617466001306,False,327.9299914999865,327.9303715999704,328.545031900052,328.5450616001617,330.34300530003384,37,38,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.49278600185330035,0,valid_lose,242.35117479995824,21,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,330.48258320009336,,,,,,,,,,,,330.34376670001075,330.3445890999865,330.34463060018606,False,332.2128854000475,332.21346490015276,332.8276107001584,332.82763930014335,334.6252862000838,38,39,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.10974924035682754,1,invalid_win,246.63425929984078,22,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,334.7587010001298,,,,,,,,,,,,334.6257141001988,334.62627540016547,334.62629789998755,False,336.6623033999931,336.6626281000208,337.27720320015214,337.2772317000199,339.0749044001568,39,40,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6589188705106294,0,valid_lose,251.08343439991586,22,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,339.1522346001584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0834551001899,339.1522346001584,342.06277470011264,100.0,100.0,1.9319165998604149,"[(100.0, 1.9319165998604149)]",,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,342.12684310018085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.06340230000205,342.12684310018085,345.0804195001256,,99.0,2.154154699994251,"[(99.0, 2.154154699994251)]",99.0,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,345.14859340013936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0810754999984,345.14859340013936,349.7113193999976,,76.0,3.632287400076166,"[(96.0, 2.2242054000962526), (76.0, 3.632287400076166)]",,76.0,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,349.7793891001493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.71180619997904,349.7793891001493,352.6779634000268,,24.0,2.0045992000959814,"[(24.0, 2.0045992000959814)]",,,24.0,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,352.94614840019494,,,,,,,,,,,,352.68550620018505,352.6861684001051,352.6861841001082,True,352.75920900003985,352.75922380015254,352.7756166001782,352.7756300000474,352.7951760001015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,352.94614840019494,,,,,,,,,,,,352.79543020017445,352.79563609999605,352.7956456001848,False,354.9595296001062,354.9598760001827,355.5747562001925,355.57478630007245,357.372471800074,40,41,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.1515002442259865,0,invalid_lose,269.3806709998753,22,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,357.5120958001353,,,,,,,,,,,,357.37293580011465,357.37349160015583,357.3735152001027,False,358.9263278001454,358.9266791001428,359.54104250017554,359.5410645001102,361.3391279000789,41,42,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.3799708575391485,0,valid_lose,273.34748579980806,22,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,361.4778657001443,,,,,,,,,,,,361.3397972001694,361.3406021001283,361.34064309997484,False,362.84280690015294,362.8431330001913,363.4569862000644,363.45701460004784,365.25489870016463,42,43,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.4690286026127741,1,valid_win,277.2639403999783,23,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,365.3859387000557,,,,,,,,,,,,365.25539850001223,365.25600910000503,365.2560358000919,False,366.90793420001864,366.9083227000665,367.52319500013255,367.5232272001449,369.321115600178,43,44,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.708702219496088,1,valid_win,281.3291290998459,24,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,369.4572521999944,,,,,,,,,,,,369.3217821000144,369.3225653001573,369.32260080007836,False,371.2075084000826,371.2078911000863,371.82266449998133,371.82269010017626,373.6207694001496,44,45,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.4131519975024719,1,valid_win,285.6286896998063,25,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,373.7616793999914,,,,,,,,,,,,373.6216045001056,373.6225005001761,373.6225497000851,False,375.4735693000257,375.4737980000209,376.0890430000145,376.08906799997203,377.8864849000238,45,46,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.7275295980495424,0,valid_lose,289.8946100999601,25,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,378.0341415000148,,,,,,,,,,,,377.8869809000753,377.88758820015937,377.88761540013365,False,379.3235456000548,379.3238954001572,379.9382490001153,379.9382786999922,381.73595390003175,46,47,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.38577262900876186,0,valid_lose,293.74470009980723,25,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,381.85956430016086,,,,,,,,,,,,381.7364125000313,381.73698470019735,381.73700870014727,False,383.35696020000614,383.357361700153,383.9711125001777,383.97112650005147,385.76918340008706,47,48,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4116745445281358,1,valid_win,297.77816429990344,26,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,385.91693810001016,,,,,,,,,,,,385.77008280018345,385.770978000015,385.7710355001036,False,387.48892610007897,387.48930320004,388.1039776999969,388.1040127000306,389.9021873001475,48,49,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.3546411580185276,1,valid_win,301.910109099932,27,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,390.0305558000691,,,,,,,,,,,,389.90280420007184,389.9035694000777,389.90360229997896,False,391.52186119998805,391.52228270005435,392.1371689001098,392.1372011001222,393.9349342000205,49,50,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.09623183852749662,1,invalid_win,305.94308289978653,28,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,394.07909350004047,,,,,,,,,,,,393.9354388001375,393.93601950001903,393.93604540009983,False,396.7381085001398,396.73851580009796,397.3526515001431,397.3526666001417,399.1515906001441,50,51,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.06513464297624483,0,invalid_lose,311.1593165998347,28,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,399.2930378001183,,,,,,,,,,,,399.1527470999863,399.1539380000904,399.1539917001501,False,401.154537800001,401.15500880009495,401.76904380018823,401.76906680013053,403.56683150003664,51,52,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.14504246153532396,1,invalid_win,315.5758064999245,29,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,403.7083898000419,,,,,,,,,,,,403.5675878999755,403.56839010003023,403.56842500017956,False,407.40352699998766,407.40396230015904,408.0180669000838,408.01808960014023,409.8159920000471,52,53,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.3261797729550626,0,valid_lose,321.82476189988665,29,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,409.95821950002573,,,,,,,,,,,,409.81669180002064,409.8175931000151,409.81763000017963,False,411.3027857001871,411.30319040012546,411.9178932001814,411.9179273999762,413.71568300016224,53,54,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.21236233941482563,0,invalid_lose,325.7239921998698,29,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,413.85398690006696,,,,,,,,,,,,413.7164419000037,413.71726970002055,413.7173079000786,False,415.3189910000656,415.31960789998993,415.93364459997974,415.93366430001333,417.73159380001016,54,55,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.0873650897904853,1,invalid_win,329.74039099994116,30,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,417.8676556001883,,,,,,,,,,,,417.732207900146,417.7329510001,417.7329839000013,False,422.30137050012127,422.30171800008975,422.91643130010925,422.916466700146,424.71385120018385,55,56,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5329643602154874,1,valid_win,336.7225226999726,31,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,424.851738500176,,,,,,,,,,,,424.7144345000852,424.71508660004474,424.7151181001682,False,426.7338726001326,426.73420180007815,427.3488270000089,427.348852599971,429.14735820004717,56,57,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7168749982705936,1,valid_win,341.1550069998484,32,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,429.307870300021,,,,,,,,,,,,429.1480539999902,429.14885680004954,429.1488946999889,False,431.9663126000669,431.9665614000987,432.58144590002485,432.5814652000554,434.3798195000272,57,58,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6348644245731527,1,valid_win,346.38737129978836,33,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,434.51986410003155,,,,,,,,,,,,434.38042130018584,434.3810791000724,434.38110980018973,False,436.8663064001594,436.8667405000888,437.4808022000361,437.4808166001458,439.27902510017157,58,59,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5543095627935705,1,valid_win,351.28752659983,34,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,439.4297546001617,,,,,,,,,,,,439.27995550003834,439.28112310008146,439.28120020008646,False,441.2497473000549,441.25016080006026,441.86407960020006,441.8641222000588,443.6616085001733,59,60,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8490411913060096,1,valid_win,355.67096149991266,35,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,443.7413412001915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.67162799998187,443.7413412001915,447.0824825000018,69.0,69.0,2.4453312000259757,"[(69.0, 2.4453312000259757)]",,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,447.143161999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.08316410006955,447.143161999993,449.4157627001405,,74.0,1.4250271001365036,"[(74.0, 1.4250271001365036)]",74.0,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,449.47962600016035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.41630110004917,449.47962600016035,451.4671864002012,,27.0,1.1229445000644773,"[(27.0, 1.1229445000644773)]",,27.0,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,451.53318050014786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.4679731000215,451.53318050014786,453.7496007999871,,81.0,1.3834642001893371,"[(81.0, 1.3834642001893371)]",,,81.0,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,454.0067406001035,,,,,,,,,,,,453.7586441000458,453.75963980006054,453.75965890008956,True,453.8352511001285,453.83526680013165,453.85323170013726,453.8532474001404,453.87202220014296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,454.0067406001035,,,,,,,,,,,,453.87225840007886,453.8724570001941,453.8724666000344,False,455.7136304001324,455.71401450014673,456.3288970000576,456.32892620004714,458.1266010000836,60,61,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9044090876896201,1,valid_win,370.1348177997861,36,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,458.2629323999863,,,,,,,,,,,,458.1272425001953,458.12791829998605,458.12795120012015,False,460.08139599999413,460.08213360002264,460.6945511000231,460.6945744000841,462.49268520018086,61,62,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.08055070824578558,1,invalid_win,374.5029175998643,37,,,,,,,,,,,,,,,,,,,,sub_794,2024-06-18_17h39.40.549,Reversal,2023.2.1,60.06695061549031,2,2024-06-18 17h39.56.166100 +0300,
