trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.05597586221080675,0,invalid_lose,13.650275699999838,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8970267907630778,0,valid_lose,18.866387100000793,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.4491244524579474,0,valid_lose,23.698498600000676,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.07757004717182359,0,invalid_lose,28.89954250000119,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.9495011924532647,0,valid_lose,33.6494416000005,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.07685725300809898,0,invalid_lose,40.516067600001406,0,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.062327783442084894,1,invalid_win,45.61597419999998,1,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.3978821429297036,0,valid_lose,52.932717600000615,1,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.07687041588017718,1,invalid_win,75.11577360000047,2,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.3452318564750452,1,valid_win,81.16522680000162,3,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.7763286158224735,0,valid_lose,87.28246770000078,3,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.19822725699280597,1,invalid_win,92.18242960000134,4,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.023581004201478906,0,invalid_lose,99.38170320000063,4,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.6858092275229908,1,valid_win,103.9817589000013,5,,,,,,,,,,,,,,,,,,sub_128,2023-05-05_10h34.04.278,Reversal,2022.1.2,60.008953335681355,4,
