trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp4.png,total_learning_time,estimation_exp2.png,estimation_exp3.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],408.8235478000006,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],418.66319699999985,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],435.8663512000003,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,5.8839936000003945,"[(99.0, 5.8839936000003945)]",451.11728070000026,None,99.0,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.3737908951082479,1,valid_win,372.94386289999966,19,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.8536676134349748,0,valid_lose,377.726804599999,19,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.36519655640187143,1,valid_win,383.27708729999904,20,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.33855155788884106,0,valid_lose,388.79300089999924,20,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.6486248064759165,0,valid_lose,396.36010779999924,20,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2860895539097025,1,valid_win,400.6427404999995,21,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.30893300522842115,0,valid_lose,410.24298269999963,21,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2196978922020728,0,invalid_lose,414.4259619000004,21,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.9892257326447924,1,valid_win,420.025967399999,22,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.14393114877063662,0,invalid_lose,425.89280809999946,22,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.3967976660025545,1,valid_win,431.7585514000002,23,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.39142635422561056,0,valid_lose,439.2259372999997,23,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.9332825371611686,1,valid_win,444.7251798999987,24,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6860137127178823,0,valid_lose,451.75924080000004,24,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.19902399857300512,0,invalid_lose,457.0920608999986,24,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6171234591491291,1,valid_win,461.59133719999954,25,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.2977895827700161,1,valid_win,468.32517349999944,26,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9065485806658296,0,valid_lose,476.5245261,26,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.3032713130987408,1,valid_win,480.7751864999991,27,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5118780854891235,1,valid_win,484.8742148000001,28,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],577.6204419000005,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],586.1283750999992,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],590.5268593000001,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],593.2635661000004,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.13820811959807133,0,invalid_lose,509.7081226999999,28,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.3993311345134185,0,valid_lose,515.174426399999,28,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.313663535231153,1,valid_win,521.4414361999989,29,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.17181430120603525,1,invalid_win,526.0070407999992,30,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.0271978476233391,0,invalid_lose,531.1743294999997,30,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4067214364886329,0,valid_lose,537.4239664999986,30,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.36077479183908057,0,valid_lose,541.7577013999999,30,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.33646716649056685,0,valid_lose,547.4073523999996,30,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.21228810182472924,1,invalid_win,551.5570300999989,31,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2906895540198219,1,valid_win,555.4068549000003,32,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.20444116699482706,0,invalid_lose,559.3232511999995,32,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5973824525138206,1,valid_win,563.4572124999995,33,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.9878529157923513,1,valid_win,569.7065363999991,34,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8011118461746091,1,valid_win,573.8397585000002,35,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.044777878540186555,0,invalid_lose,577.7391429999989,35,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.07579305687183224,0,invalid_lose,581.9730173999997,35,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.03768289985945661,0,invalid_lose,585.9896732999987,35,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.909338618335309,1,valid_win,590.1060395999993,36,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.39396040584433456,0,valid_lose,594.2059878,36,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4933909465171131,0,valid_lose,602.8730113000001,36,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,25.456727100001444,"[(100.0, 25.456727100001444)]",695.6237994999992,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],722.2759353000001,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],726.3788483999997,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],732.7422908999997,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.280104620998782,1,valid_win,650.0217003999987,37,,,,,,,,644.9477420000003,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5439510434935595,0,valid_lose,654.9720430999987,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.5064014307263284,0,valid_lose,664.2549746999994,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4735293701020994,0,valid_lose,668.6049361999994,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.2377960160808743,0,invalid_lose,672.6045558999995,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.586783831929709,0,valid_lose,676.7213390999987,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.4782733922608271,0,valid_lose,680.8382005999993,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5190725666620456,0,valid_lose,685.0048086999996,37,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.06085114022040372,1,invalid_win,689.1552603,38,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.031742864921419756,0,invalid_lose,693.1711811999994,38,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.42639780368356417,0,valid_lose,697.7541110000002,38,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.39138573498623663,1,valid_win,703.2209219999986,39,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.7990069365886564,0,valid_lose,707.303758099999,39,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6920465257945925,1,valid_win,711.2870700000003,40,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
