trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp3.png,estimation_exp4.png,estimation_exp2.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.3988030999542119,0,valid_lose,5.283882800000356,0,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.8974301177779332,0,valid_lose,17.34999980000066,0,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.7001600524107234,1,valid_win,31.399454500000502,1,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9566228624498165,1,valid_win,37.93268460000036,2,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.3748997865482616,1,valid_win,43.38292080000065,3,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.3152551766128937,1,valid_win,48.56570060000013,4,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.22554153264897148,0,invalid_lose,53.514933700000256,4,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.038210101716313005,0,invalid_lose,63.182496000000356,4,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.4980344017328271,0,valid_lose,73.73211910000009,4,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.29139822844127716,1,valid_win,82.24883769999997,5,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.7640724171182235,1,valid_win,91.1988564000003,6,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7094917979730475,1,valid_win,102.99816720000035,7,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.831344099674691,0,valid_lose,110.1478786000007,7,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7598409058728537,1,valid_win,117.03120110000054,8,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.17151371750990896,0,invalid_lose,128.31434119999994,8,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.5496512787930513,1,valid_win,138.13065490000008,9,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7443960521702154,0,valid_lose,143.9975312000006,9,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.2978501693799511,1,valid_win,149.3639520000006,10,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.49753644139635345,0,valid_lose,154.13069460000042,10,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.40190176987481685,1,valid_win,158.94697590000033,11,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,14.781429300000127,"[(50.0, 11.981216000000131), (50.0, 14.781429300000127)]",264.6507044,None,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],280.84247009999945,None,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.682577900000069,"[(1.0, 2.934106800000336), (11.0, 4.682577900000069)]",286.20715199999995,None,11.0,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,3.049531399999978,"[(91.0, 3.049531399999978)]",293.5870384,None,,91.0,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.2680696719891509,1,valid_win,196.88000400000055,12,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.49639850570983446,1,valid_win,202.0794878000006,13,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8347250463548965,0,valid_lose,207.07990359999985,13,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.6888779235501672,1,valid_win,211.84680300000036,14,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6395299942830814,0,valid_lose,220.1290558999999,14,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9550874699664176,1,valid_win,225.14649250000002,15,,,,,,,,,,,,,,,,sub_880,2025-04-04_10h21.40.933,Reversal,2022.1.2,59.9425869901309,4,
