trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,trial.stopped,feedback_preparation.started,feedback_preparation.stopped,feedback.started,feedback.stopped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation.started,estimation_rating.started,estimation.stopped,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,104.14119410000058,,,,,,,,,,,,103.97504430000026,103.97634259999995,103.97640160000083,False,105.97644070000024,105.97679860000062,106.5918457000007,106.59189230000084,108.39003660000071,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.332809381283078,1,valid_win,52.05733809999947,8,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,108.53765590000057,,,,,,,,,,,,108.39105420000033,108.39230970000062,108.39239780000025,False,110.44288580000011,110.44331630000033,111.05853240000033,111.05857970000034,112.85648700000002,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.42918230117639067,1,valid_win,56.52385139999933,9,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,113.00774490000003,,,,,,,,,,,,112.85740840000017,112.85850240000036,112.85858090000056,False,114.85975800000051,114.8605376000005,115.47365740000077,115.47368210000059,117.27210900000046,11,12,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3011538564851237,1,valid_win,60.941047599999365,10,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,117.43430179999996,,,,,,,,,,,,117.27308810000068,117.27431109999998,117.27436770000077,False,119.5256588000002,119.52631340000062,120.14035660000081,120.14040190000014,121.93805659999998,12,13,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.21128114099473727,0,invalid_lose,65.60683679999966,10,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,122.09696450000047,,,,,,,,,,,,121.93891630000053,121.94005210000068,121.94010210000033,False,125.50751650000075,125.50803300000007,126.12312960000054,126.12317729999995,127.92057100000056,13,14,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4321681953043528,1,valid_win,71.58856099999957,11,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,128.0822347000003,,,,,,,,,,,,127.92144310000003,127.92245640000056,127.92250610000065,False,130.39133680000032,130.39207440000064,131.00575879999997,131.00581090000014,132.80338740000025,14,15,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.3720503118922657,1,valid_win,76.47259329999997,12,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,132.95401370000036,,,,,,,,,,,,132.80437100000017,132.80548850000014,132.80554440000014,False,134.64108430000033,134.64193410000007,135.25549870000032,135.25558810000075,137.05257340000026,15,16,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6488282422468855,1,valid_win,80.72244699999919,13,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,137.21465680000074,,,,,,,,,,,,137.0532477000006,137.0542144000001,137.05425540000033,False,141.4227608000001,141.42328460000044,142.03681940000024,142.0368406000007,143.8359859000002,16,17,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.04663628960832111,0,invalid_lose,87.50381429999925,13,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,144.0054450000007,,,,,,,,,,,,143.83692130000054,143.83794790000047,143.8379986,False,151.60578570000052,151.60651990000042,152.2201042000006,152.2201511000003,154.01714820000052,17,18,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.026769924400962486,0,invalid_lose,97.68703819999973,13,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,154.17418440000074,,,,,,,,,,,,154.01818710000043,154.0190777000007,154.01913140000033,False,159.3043230000003,159.30520479999996,159.91848170000048,159.9185294000008,161.71663640000043,18,19,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8537215497114151,1,valid_win,105.38571299999967,14,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,161.87023320000026,,,,,,,,,,,,161.71756510000068,161.71878090000064,161.71884540000065,False,166.61908230000063,166.61961659999997,167.23369720000028,167.2337221000007,169.03208630000063,19,20,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.16552392848859265,0,invalid_lose,112.70014459999948,14,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,169.13224420000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.06784600000083,169.13224420000006,179.32048340000074,69.0,69.0,8.55630359999941,"[(69.0, 8.55630359999941)]",,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,179.39206360000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.32445890000054,179.39206360000026,184.85487310000008,,25.0,4.284699400000136,"[(25.0, 4.284699400000136)]",25.0,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,184.92538330000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.8558096000006,184.92538330000025,190.22024130000045,,75.0,3.2666864000002533,"[(75.0, 3.2666864000002533)]",,75.0,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,190.29143890000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.22132430000056,190.29143890000068,193.45640490000005,,None,None,[],,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,193.73007440000038,,,,,,,,,,,,193.46941779999997,193.47052430000076,193.4705554000002,True,193.5543669000008,193.55438260000028,193.56837480000013,193.56839060000038,193.58719199999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,193.73007440000038,,,,,,,,,,,,193.5874405000004,193.5877145000004,193.58772650000083,False,196.23265830000037,196.23313660000076,196.84673350000048,196.84677550000015,198.64489960000083,20,21,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.24137866785699524,0,invalid_lose,142.31366849999995,14,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,198.80418940000072,,,,,,,,,,,,198.64574800000082,198.64686820000043,198.64691760000005,False,200.51492640000015,200.51544640000066,201.12988210000003,201.1299280000003,202.92784010000014,21,22,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8366514426385834,1,valid_win,146.5959757999999,15,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,203.0759908,,,,,,,,,,,,202.9287077000008,202.92968689999998,202.92973530000017,False,205.16388600000028,205.16441790000044,205.77863210000032,205.77865720000045,207.57656920000045,22,23,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5032760453574149,1,valid_win,151.24494779999986,16,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,207.7225298000003,,,,,,,,,,,,207.57712100000026,207.5777506000004,207.5777796000002,False,209.33085970000047,209.3315665,209.94547630000034,209.94551850000062,211.74331220000022,23,24,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6671156231715857,1,valid_win,155.4120841999993,17,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,211.88598700000057,,,,,,,,,,,,211.74417070000072,211.7453699000007,211.74542140000085,False,213.66452330000084,213.6652636000008,214.27807570000004,214.2781199000001,216.0754747000001,24,25,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.005598531985048005,0,invalid_lose,159.74578309999924,17,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,216.22639580000032,,,,,,,,,,,,216.07599850000042,216.07672000000002,216.07674980000047,False,218.1454029000006,218.1458592000008,218.7607024000008,218.76072790000035,220.55874870000025,25,26,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.0613413354695973,0,invalid_lose,164.22639339999932,17,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,220.70128680000016,,,,,,,,,,,,220.5597187000003,220.56089560000055,220.56095189999996,False,222.34634110000025,222.3469025000004,222.9600915000001,222.96013830000084,224.75812440000027,26,27,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.04970943513179893,0,invalid_lose,168.42742699999962,17,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,224.90603940000074,,,,,,,,,,,,224.7591041000005,224.76017000000047,224.76022550000016,False,226.67760630000066,226.67802840000058,227.29312760000084,227.29317400000036,229.0912726000006,27,28,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.33126848923325714,1,valid_win,172.75856579999981,18,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,229.26501120000012,,,,,,,,,,,,229.09227800000008,229.0935481000006,229.09360280000055,False,231.44432760000018,231.44485330000043,232.0591527000006,232.05919390000054,233.8569262000001,28,29,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.012373888050408954,0,invalid_lose,177.52538249999998,18,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,234.00125370000023,,,,,,,,,,,,233.85790440000073,233.85914910000065,233.8592432000005,False,235.67777540000043,235.67833690000043,236.29182820000005,236.29186890000074,238.09018710000055,29,30,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.00048456361144388893,0,invalid_lose,181.75886639999953,18,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,238.24627200000032,,,,,,,,,,,,238.09125180000046,238.09238220000043,238.0924382000003,False,240.1106935000007,240.1113150000001,240.7244892000008,240.72453160000077,242.5224201000001,30,31,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.2825810361133618,0,valid_lose,186.1918425999993,18,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,242.68215150000015,,,,,,,,,,,,242.52332380000007,242.5243220000002,242.52437090000058,False,244.4775651,244.47827010000037,245.09058170000026,245.09062040000026,246.88868510000066,31,32,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5592135008588907,0,valid_lose,190.55878949999988,18,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,247.07159290000072,,,,,,,,,,,,246.89013140000043,246.89143010000043,246.89148530000057,False,248.67492890000085,248.67547670000022,249.29025910000018,249.29032820000066,251.08777610000016,32,33,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8060458581132769,1,valid_win,194.7560053999996,19,,,,,,,,,,,,,,,,,,,,sub_818,2024-12-08_11h58.41.535,Reversal,2023.2.1,59.958364911532364,2,2024-12-08 11h58.53.827061 +0200,
