trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.22904747069668363,0,invalid_lose,13.047777500003576,0,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.22020500883579264,0,invalid_lose,28.293386500008637,0,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9852204188876975,1,valid_win,35.49463440000545,1,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.9292552632516154,0,valid_lose,44.275356900005136,1,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8755981946216822,1,valid_win,50.95781920000445,2,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.4653616882814938,1,valid_win,61.47386800000095,3,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3123068309891027,1,valid_win,69.38911669999652,4,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8423980717782181,1,valid_win,76.72116879999521,5,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7712362836931296,1,valid_win,81.25531340000452,6,,,,,,,,,,,,,,,,sub_083,2023-01-09_18h28.02.935,Reversal,2022.1.1,60.267249089680654,3,
