trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.31392871559998237,1,valid_win,2.433022900000651,1,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.9165160800167931,0,valid_lose,6.716774400001668,1,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.18013366260786168,0,invalid_lose,10.930925300001036,1,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7093387111975443,0,valid_lose,14.99800040000082,1,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.7755084706397727,0,valid_lose,19.196680500001094,1,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.2643985285424765,1,valid_win,23.064264300001014,2,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.6345332049354883,0,valid_lose,27.27961030000006,2,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4845295018711262,1,valid_win,31.645549100001517,3,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7547713236151486,1,valid_win,36.311360100000456,4,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.42007364573585726,0,valid_lose,40.7274105000015,4,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.03833647814182717,1,invalid_win,44.89385050000055,5,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.2604522704145604,1,valid_win,49.01031910000165,6,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.560663845025564,0,valid_lose,53.32508890000099,6,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.25081615476667296,1,valid_win,57.508276399999886,7,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.3317136628182329,0,valid_lose,61.59136690000014,7,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5342305523731556,0,valid_lose,65.95815500000026,7,,,,,,,,,,,,,,,,sub_480,2023-08-02_17h17.33.176,Reversal,2022.1.1,59.88798551171328,4,
