trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3432126200208869,1,valid_win,8.867901399731636,1,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8814359045562156,1,valid_win,14.518186300061643,2,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5970671258026149,1,valid_win,20.40071849990636,3,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.22454136669413582,0,invalid_lose,29.167512900196016,3,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.08601282109079322,1,invalid_win,34.46661819983274,4,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.32842606659034124,1,valid_win,38.91623410023749,5,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6705541964898335,1,valid_win,43.416846100240946,6,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6674464296680555,0,valid_lose,47.81667929980904,6,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.29112752914677986,1,valid_win,52.38401290029287,7,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.435600036816329,0,valid_lose,56.71649040002376,7,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.14336742878951603,0,invalid_lose,61.46675010025501,7,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.39674275614508336,1,valid_win,66.4170439997688,8,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.37217857537798027,1,valid_win,71.38364700041711,9,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.33026809394424583,0,valid_lose,77.14986889995635,9,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.20155035929832843,1,invalid_win,82.21646790020168,10,,,,,,,,,,,,,,,,,,sub_845,2025-02-19_13h53.32.556,Reversal,2022.1.2,60.00927740712612,1,
