trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6192232818117166,0,valid_lose,283.1865883999999,28,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9783104448303359,1,valid_win,287.1684666000001,29,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.24198578760970169,1,invalid_win,291.4000087000004,30,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5652527845496569,1,valid_win,295.33186579999983,31,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3482728995052373,1,valid_win,299.21398580000005,32,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.3077451740078012,1,valid_win,303.82905110000047,33,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9823212428377575,1,valid_win,307.7947637999996,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.5632680638681181,0,valid_lose,311.8264681999999,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.3575217098292869,0,valid_lose,315.99179639999966,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.36001330121147845,0,valid_lose,320.5734418000002,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.67700199999945,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3576282999993,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6735211999994,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.7755969,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.527973607004145,0,valid_lose,332.83594919999996,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.3279490069550479,0,valid_lose,337.13463820000015,34,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8783096354904892,1,valid_win,341.23311960000046,35,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.39069731843625277,0,valid_lose,345.8150337999996,35,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.17558120751440898,1,invalid_win,349.9801374999997,36,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.5408440323966363,0,valid_lose,354.3450743000003,36,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4764431280247373,1,valid_win,358.24392009999974,37,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.5300713271564066,0,valid_lose,362.17624069999965,37,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.32438705422144276,1,valid_win,366.3920512000004,38,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.5006451223415979,0,valid_lose,370.35920929999975,38,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5282311259427714,0,valid_lose,375.1217747999999,38,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.6018897924291073,0,valid_lose,378.9709181999997,38,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.014827171406321837,1,invalid_win,382.8195917000003,39,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.9788874004651088,0,valid_lose,386.93421539999963,39,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.34081206512368445,0,valid_lose,390.7504011000001,39,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.007474907835640754,1,invalid_win,394.5657871000003,40,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3146155078603964,1,valid_win,399.28011530000003,41,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.6218894881544955,0,valid_lose,403.77874559999964,41,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.2399729191473461,1,invalid_win,408.4936581000002,42,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.2070526451557818,1,invalid_win,412.67546800000036,43,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.7735626999993,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8765801999998,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.80913169999985,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.8752236999999,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.16188437341205575,1,invalid_win,422.25582440000017,44,,,,,,,,420.3464654999998,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.665304660634753,0,valid_lose,426.62074050000047,44,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.142197799895734,0,invalid_lose,430.58661610000036,44,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6702628578668172,1,valid_win,435.28500559999975,45,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7503097961633212,1,valid_win,439.7500560999997,46,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.049148150152857006,1,invalid_win,444.9650902000003,47,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8610375891043054,0,valid_lose,449.26328100000046,47,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.02174113900399266,1,invalid_win,453.0617619000004,48,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6037659898928349,0,valid_lose,457.97695490000024,48,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5477105597153634,0,valid_lose,461.72542799999974,48,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9179857114694291,0,valid_lose,465.60756820000006,48,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.30658712082715756,1,valid_win,469.4231388999997,49,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.040634301444254284,0,invalid_lose,473.4384356999999,49,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.9525229101027971,1,valid_win,477.32041540000046,50,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.18595726096433263,1,invalid_win,481.6188573999998,51,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5904116955962543,1,valid_win,485.56740379999974,52,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5447820028944445,1,valid_win,490.5491546000003,53,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.3817406980317283,0,valid_lose,494.6982068999996,53,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8002098937580479,0,valid_lose,498.4799098000003,53,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6448693330419243,1,valid_win,502.3120993000002,54,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,592.4170856000001,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,595.0640104999993,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,596.7781860999994,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,599.0265571999998,,None,None,[],,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9539122807558654,0,valid_lose,515.2427808000002,54,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.13031422671033588,0,invalid_lose,519.3393975999998,54,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.019076395497450882,1,invalid_win,523.3549725000003,55,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8223096529372449,0,valid_lose,527.5698011000004,55,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.952201618464751,0,valid_lose,531.8350614000001,55,,,,,,,,,,,,,,sub_810,2024-11-24_13h45.04.422,Reversal,2023.1.3,59.983360615849456,2,
