trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6065003932951917,0,valid_lose,441.83147869999993,45,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5066877963539171,0,valid_lose,445.3967095000007,45,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.10951296654182363,0,invalid_lose,449.46289250000063,45,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3744101707020816,1,valid_win,453.4947594000005,46,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9653443758800911,0,valid_lose,457.45964189999995,46,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.2714002720862688,1,valid_win,461.42479230000026,47,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,539.5057804999997,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,541.9209482999995,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,543.1698809999998,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,544.3492823999995,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.23206176342077567,1,invalid_win,472.25572550000015,48,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.05323982585652187,0,invalid_lose,476.13667930000065,48,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.582457379048837,0,valid_lose,480.1193573999999,48,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3142355685046182,1,valid_win,484.1169103000002,49,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9306911264763291,1,valid_win,488.14900750000015,50,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8934662446861379,0,valid_lose,492.1985383000001,50,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.3668861794526146,0,valid_lose,496.08079760000055,50,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.14889045916745747,1,invalid_win,499.97944430000007,51,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.2769513817572594,0,valid_lose,503.91098039999997,51,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3520285723542038,1,valid_win,507.79368260000047,52,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.15486967843015476,0,invalid_lose,511.8082860000004,52,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,112,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.29810945901354435,1,valid_win,515.8555381000006,53,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,113,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9148772383893718,0,valid_lose,519.9394093000001,53,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,114,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.10186088760129819,1,invalid_win,523.7696845,54,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,115,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.34137387806475716,0,valid_lose,527.8035091000002,54,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,116,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.6753144650849885,0,valid_lose,531.8360280000006,54,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,117,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.10562637002832553,0,invalid_lose,535.6824112000004,54,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,118,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5065969858169505,1,valid_win,539.665590300001,55,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,119,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.28330427528508895,0,valid_lose,543.8145339000002,55,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,120,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.10553252533470436,1,invalid_win,547.9463943999999,56,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,626.0280991999998,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,628.0010646000001,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,629.3734022999988,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,630.4074386000002,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,False,40,121,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.05556752615991056,0,invalid_lose,557.8594436000003,56,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,41,122,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.873915985945924,1,valid_win,562.0408542000005,57,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,42,123,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.14334700792810695,1,invalid_win,566.2890219000001,58,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,43,124,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6165946937465223,1,valid_win,570.272135700001,59,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,44,125,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9088813745016383,0,valid_lose,574.1529568000005,59,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,45,126,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.6402696534941424,0,valid_lose,578.0527129000002,59,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,46,127,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7524930108309252,1,valid_win,582.1331941000008,60,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,47,128,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.01825612673070154,0,invalid_lose,586.1164671000006,60,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,48,129,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.23300697523562197,1,invalid_win,590.0815187999997,61,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,49,130,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.7700576068713402,0,valid_lose,594.1300945000003,61,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,50,131,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.1409587826778661,1,invalid_win,598.0611686000011,62,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,51,132,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.7620483974176259,1,valid_win,602.1281465000011,63,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,52,133,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.432651280750028,0,valid_lose,606.0749608000006,63,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,134,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.7853696407748157,0,valid_lose,610.0260077000003,63,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,135,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8309671171408759,0,valid_lose,614.1893206000004,63,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,136,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.931263181066931,1,valid_win,618.1204257999998,64,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,137,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3423229165523427,1,valid_win,622.0043618,65,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,138,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8121166488678342,0,valid_lose,625.8529469000005,65,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,139,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3810114029008952,1,valid_win,629.8180929000009,66,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,59,140,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5703672066106815,0,valid_lose,633.7674127999999,66,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,711.8646605999993,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,713.8862651999998,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,715.0630075999989,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,716.1005572999993,None,None,[],,,,,,,sub_622,2024-09-16_11h04.14.012,Reversal,2023.1.3,59.92085653279865,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,68,37,31,256.5933606999997,1,,,,,,,
