trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,63,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9327419985031985,1,valid_win,450.79461079999965,37,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,64,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9479055616919412,1,valid_win,454.6768357000001,38,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,65,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.646354824202329,1,valid_win,458.4921664000003,39,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,66,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5986599530834803,0,valid_lose,462.2910243999995,39,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,67,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.18155452320161258,0,invalid_lose,467.3230599999997,39,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,68,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.3078283580994211,0,valid_lose,472.68779279999944,39,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,69,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.4745857309237771,0,valid_lose,477.6025864000003,39,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,70,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2195673458323738,1,invalid_win,481.4350767999995,40,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.20957890748179064,1,invalid_win,486.5335990000003,41,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,72,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6479065253198444,0,valid_lose,491.3643468,41,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,73,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9906472412171776,1,valid_win,495.2966772999998,42,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,74,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.07914619696813474,1,invalid_win,499.11294670000007,43,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,75,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.8577456819449487,1,valid_win,502.9607305999998,44,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,76,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.8225350209506517,0,valid_lose,506.8591239999996,44,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,77,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.3494544746727434,0,valid_lose,511.70745949999946,44,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,78,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.017421143340176082,0,invalid_lose,515.5897564999996,44,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,79,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.1065849650539128,0,invalid_lose,521.6210550999995,44,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,80,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7121582970115801,1,valid_win,526.7528401,45,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,601.0363188000001,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,603.5655857000002,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,604.5340666000002,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,605.4025087,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,81,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.4009627816673971,0,valid_lose,538.9988416999995,45,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,82,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.42206557571990155,1,valid_win,544.3296229999996,46,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,83,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.4960755608718743,1,valid_win,548.6121125999998,47,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,84,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.1739778745701943,1,invalid_win,552.4936423999998,48,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,85,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.08360453831890835,1,invalid_win,556.4260573000001,49,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.47186579622297675,0,valid_lose,560.3917412000001,49,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,87,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.5031070467455807,0,valid_lose,564.7063403000002,49,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,88,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.05343684260420112,1,invalid_win,570.0212897000001,50,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,89,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.302299402509038,0,valid_lose,574.3366919999999,50,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,90,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7049221750279963,1,valid_win,578.8683900999995,51,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,91,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.36537307304280764,1,valid_win,582.7173645000003,52,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,92,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.8561239065921329,0,valid_lose,586.5326083,52,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,93,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.5573876644667819,1,valid_win,590.5143913000002,53,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,94,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9058589008957836,0,valid_lose,594.3640599,53,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,95,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.9826752628091084,0,valid_lose,598.4449857,53,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,96,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2810596110334549,1,valid_win,602.2935552999998,54,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,97,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.2669261119274259,0,valid_lose,606.9257189,54,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,98,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.34173967074043843,1,valid_win,610.8078718999996,55,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,99,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.1496424453191898,0,invalid_lose,614.6893822000002,55,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,100,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3458124915985811,1,valid_win,620.8039208999999,56,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,695.0858785,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,697.8415212999998,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,698.3032402999997,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,698.8374221000004,,None,None,[],,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,False,40,101,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.8768878168461808,0,valid_lose,631.3337868999997,56,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,41,102,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.18658299163542635,0,invalid_lose,636.4821388999999,56,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,42,103,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7084611152872438,1,valid_win,641.8805057,57,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,43,104,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2878173467391064,0,valid_lose,646.7283496999999,57,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,44,105,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.8779071015255284,1,valid_win,651.6104231999998,58,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,45,106,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.996463207539901,1,valid_win,655.6116477999994,59,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,46,107,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9777623713005473,1,valid_win,659.5742359999995,60,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,47,108,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5068950854250515,0,valid_lose,664.0892051999999,60,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,48,109,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.06624999748903782,0,invalid_lose,668.3380580000003,60,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,49,110,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9998590756299524,0,valid_lose,673.3530818999998,60,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,50,111,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.09215633610213647,1,invalid_win,678.2682629000001,61,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,51,112,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.25472553893375594,1,valid_win,685.2823296999995,62,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,52,113,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7248248466354966,1,valid_win,691.4306464000001,63,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,114,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.21128873803250647,1,invalid_win,695.4792144000003,64,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,115,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9784525565269536,1,valid_win,699.5275198999998,65,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,116,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9730246488305855,0,valid_lose,703.5094128000001,65,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,117,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7773332215062743,1,valid_win,707.6081778999996,66,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,118,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9686531125213467,0,valid_lose,712.4069432999995,66,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,119,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.10745963083828658,1,invalid_win,716.8716346000001,67,,,,,,,,,,,,,,,,,sub_207,2025-03-02_11h24.30.123,Reversal,2023.1.3,60.14874785346953,3,
