trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.10399640500198681,0,invalid_lose,5.19401380000636,0,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8299564719569104,1,valid_win,18.89047409989871,1,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6222437013405904,0,valid_lose,27.187607399886474,1,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5019734904481608,0,valid_lose,31.63546339981258,1,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.738008963066878,0,valid_lose,35.86760969995521,1,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5395478554678065,1,valid_win,41.26491239992902,2,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7558161168825269,1,valid_win,46.03191479993984,3,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5927189809016061,1,valid_win,51.32819759985432,4,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6549972725182438,1,valid_win,56.14337949990295,5,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
10,exp1.png,exp2.png,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5534510204114933,1,valid_win,60.71044329996221,6,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
11,exp3.png,exp4.png,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8188100653442449,1,valid_win,65.4068276998587,7,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
12,exp1.png,exp2.png,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.25563266108682015,1,valid_win,70.08964909985662,8,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
13,exp3.png,exp4.png,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.547400377578617,1,valid_win,74.78855229984038,9,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
14,exp1.png,exp2.png,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5849262567827617,1,valid_win,79.26829539984465,10,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
15,exp3.png,exp4.png,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.15952820711145044,0,invalid_lose,83.9845971998293,10,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
16,exp1.png,exp2.png,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.18518931340255518,1,invalid_win,89.66625060001388,11,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
17,exp3.png,exp4.png,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8369914184582947,0,valid_lose,94.03054009983316,11,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
18,exp1.png,exp2.png,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7415093635758943,0,valid_lose,100.24493269994855,11,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
19,exp3.png,exp4.png,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.24165803180562706,0,invalid_lose,104.64467799989507,11,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
20,exp1.png,exp2.png,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.27384017488230594,1,valid_win,109.69345959997736,12,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,17,76,0,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
0,exp1.png,exp2.png,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
1,exp3.png,exp4.png,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6547993563399591,1,valid_win,145.6966953999363,13,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
2,exp1.png,exp2.png,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.007458700145206665,0,invalid_lose,152.72808419982903,13,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
3,exp3.png,exp4.png,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.2980954807568915,0,valid_lose,158.95995789999142,13,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
4,exp1.png,exp2.png,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.27302661517874005,1,valid_win,164.54022199986503,14,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
5,exp3.png,exp4.png,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.12184212641398795,0,invalid_lose,171.2543874999974,14,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
6,exp1.png,exp2.png,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.39401128879983416,1,valid_win,176.36924649984576,15,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
7,exp3.png,exp4.png,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7438166382711028,0,valid_lose,181.31903449981473,15,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
8,exp1.png,exp2.png,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.4167664326350017,1,valid_win,190.5159278998617,16,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
9,exp3.png,exp4.png,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7329914165852122,1,valid_win,194.86305749998428,17,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
10,exp1.png,exp2.png,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.1560906905833428,0,invalid_lose,201.32909399992786,17,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
11,exp3.png,exp4.png,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.28534451502350655,0,valid_lose,206.82584649999626,17,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
12,exp1.png,exp2.png,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8957712905694395,1,valid_win,211.39091039984487,18,,,,,,,,,,,s_095,1,2022_Aug_10_1551,Reversal,3.2.4,60.00600058986557,
