trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6578117870467157,0,valid_lose,6.1770833999617025,0,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5957918700353251,0,valid_lose,17.17314339999575,0,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.338441025796582,1,valid_win,23.62146659998689,1,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7447846965897664,0,valid_lose,29.78546970000025,1,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.19179106901154674,0,invalid_lose,39.748927199980244,1,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.592150740607543,1,valid_win,48.24600329995155,2,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.06024070795946501,1,invalid_win,54.643908499972895,3,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.36980794799510075,1,valid_win,59.992098700022325,4,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5771137192330867,0,valid_lose,64.90747330000158,4,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
10,exp1.png,exp2.png,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6661080508936894,1,valid_win,70.10568619996775,5,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
11,exp3.png,exp4.png,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5206037942690287,0,valid_lose,74.98707999999169,5,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
12,exp1.png,exp2.png,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7858241614352841,1,valid_win,79.55207780003548,6,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
13,exp3.png,exp4.png,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.2016183542148332,0,invalid_lose,84.650453499984,6,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
14,exp1.png,exp2.png,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.09215889452294279,0,invalid_lose,90.56500629999209,6,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
15,exp3.png,exp4.png,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.41455082005754673,0,valid_lose,100.36183790001087,6,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
16,exp1.png,exp2.png,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.45576776601880464,0,valid_lose,107.7259519000072,6,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
17,exp3.png,exp4.png,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.44069340558622805,1,valid_win,115.57336799998302,7,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
18,exp1.png,exp2.png,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5186903635371726,1,valid_win,121.63786470005289,8,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
19,exp3.png,exp4.png,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7826526676793885,1,valid_win,128.76875799999107,9,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
20,exp1.png,exp2.png,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5353454665444644,1,valid_win,133.7001821999438,10,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,50.0,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
0,exp1.png,exp2.png,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
1,exp3.png,exp4.png,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5454811129301822,1,valid_win,166.15610110003036,11,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
2,exp1.png,exp2.png,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.13848778459120192,0,invalid_lose,171.13773539999966,11,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
3,exp3.png,exp4.png,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.09382892539111332,0,invalid_lose,176.81894869997632,11,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
4,exp1.png,exp2.png,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.34802729741678895,0,valid_lose,184.8830575000029,11,,,,,,,,,,,,,s_093,1,2022_Jul_28_0942,Reversal,3.2.4,60.01284274832936,
