trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.625204231552897,1,valid_win,3.110835799947381,1,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.33863790111156833,0,valid_lose,8.90927780000493,1,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.19738526560928182,0,invalid_lose,13.440984999993816,1,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5360933791822701,1,valid_win,18.755846499931067,2,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.07870410863836541,1,invalid_win,23.771095500094816,3,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.298797244155937,0,valid_lose,29.71870890003629,3,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5764975266450457,1,valid_win,34.95117580005899,4,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.03401077738317948,1,invalid_win,40.61554570007138,5,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3715063254482669,1,valid_win,45.11354140006006,6,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.35509809379959656,0,valid_lose,50.11151019996032,6,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
10,exp1.png,exp2.png,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.17497124522308627,1,invalid_win,55.09338949993253,7,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
11,exp3.png,exp4.png,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.09430556907192011,1,invalid_win,60.29211589996703,8,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
12,exp1.png,exp2.png,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.876633369719168,0,valid_lose,65.72377589996904,8,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
13,exp3.png,exp4.png,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.37960778508450077,0,valid_lose,70.62175929988734,8,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
14,exp1.png,exp2.png,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.19916013545861855,1,invalid_win,74.98680639988743,9,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
15,exp3.png,exp4.png,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7798360377434054,1,valid_win,79.16828999994323,10,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
16,exp1.png,exp2.png,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.07658587966044683,1,invalid_win,83.51790089998394,11,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
17,exp3.png,exp4.png,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.3543571609560293,0,valid_lose,89.01541090011597,11,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
18,exp1.png,exp2.png,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.1912767915679996,0,invalid_lose,93.48058789991774,11,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
19,exp3.png,exp4.png,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7781851034849413,0,valid_lose,97.7636164999567,11,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
20,exp1.png,exp2.png,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,44,72,31,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
0,exp1.png,exp2.png,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.2375345836685967,1,invalid_win,121.53788569988683,12,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
1,exp3.png,exp4.png,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.893493154062785,0,valid_lose,127.05284649995156,12,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
2,exp1.png,exp2.png,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.02972575809277056,1,invalid_win,131.7677029001061,13,,,,,,,,,,,,,s_037,2,2021_Jan_06_1248,Reversal,3.2.4,60.096442778133934,
