trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate
14,exp1.png,exp2.png,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,54,55,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.052734534,0,invalid_lose,323.2367827,38,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
15,exp3.png,exp4.png,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,55,56,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.400313703,1,valid_win,327.5855731,39,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
16,exp1.png,exp2.png,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,56,57,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.163928729,0,invalid_lose,332.2665155,39,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
17,exp3.png,exp4.png,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,57,58,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.975140576,1,valid_win,337.348424,40,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
18,exp1.png,exp2.png,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,58,59,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.99733661,0,valid_lose,342.4791624,40,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
19,exp3.png,exp4.png,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,59,60,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.141488026,0,invalid_lose,346.9286221,40,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
20,exp1.png,exp2.png,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,67,41,84,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,FALSE,0,61,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.996044554,1,valid_win,367.7705332,41,,,,,364.7930881,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,FALSE,1,62,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.078265395,1,invalid_win,374.6015899,42,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,FALSE,2,63,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.235551255,0,invalid_lose,381.8500388,42,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,FALSE,3,64,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.314724521,0,valid_lose,386.8488279,42,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,FALSE,4,65,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.986802013,1,valid_win,391.8147685,43,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,FALSE,5,66,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.809047915,0,valid_lose,396.1624258,43,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,FALSE,6,67,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.420640938,1,valid_win,401.0107214,44,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,FALSE,7,68,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.773412967,0,valid_lose,405.4591784,44,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,FALSE,8,69,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.830642148,0,valid_lose,410.7072213,44,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,FALSE,9,70,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.588371271,0,valid_lose,418.5030326,44,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,FALSE,10,71,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.396662678,1,valid_win,422.8695654,45,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,FALSE,11,72,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.215726154,1,invalid_win,427.2514613,46,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,FALSE,12,73,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.699279662,1,valid_win,431.2823157,47,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,FALSE,13,74,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.599119825,0,valid_lose,435.8153283,47,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,FALSE,14,75,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.752821931,1,valid_win,440.5805699,48,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,FALSE,15,76,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.195523073,1,invalid_win,445.5119902,49,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,FALSE,16,77,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.663663167,0,valid_lose,451.7769292,49,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,FALSE,17,78,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.397625401,0,valid_lose,456.9918745,49,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,FALSE,18,79,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.90707821,1,valid_win,461.9235054,50,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,FALSE,19,80,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.814185404,0,valid_lose,466.421824,50,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,48,83,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,FALSE,20,81,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.98726562,1,valid_win,487.6473568,51,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,FALSE,21,82,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.832734212,0,valid_lose,492.4461848,51,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,FALSE,22,83,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.184140866,0,invalid_lose,498.0276177,51,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,FALSE,23,84,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.474700508,0,valid_lose,502.3931995,51,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,FALSE,24,85,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.432849531,0,valid_lose,507.3907426,51,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,FALSE,25,86,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.047471941,1,invalid_win,511.8900846,52,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,FALSE,26,87,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.035131823,1,invalid_win,519.5190041,53,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,FALSE,27,88,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.40530968,0,valid_lose,524.7686291,53,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,FALSE,28,89,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.369366761,0,valid_lose,529.4667074,53,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,FALSE,29,90,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.913918447,0,valid_lose,534.215711,53,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,FALSE,30,91,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.901069669,1,valid_win,539.3307517,54,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,FALSE,31,92,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.033608168,0,invalid_lose,543.8323152,54,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,FALSE,32,93,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.606071655,1,valid_win,548.8768565,55,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,FALSE,33,94,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.924559207,1,valid_win,555.0921432,56,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,FALSE,34,95,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.002811951,0,invalid_lose,560.4727064,56,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,FALSE,35,96,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.494997417,0,valid_lose,565.1718095,56,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,FALSE,36,97,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.020457379,0,invalid_lose,570.487101,56,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,FALSE,37,98,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.50616243,1,valid_win,575.5009858,57,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,FALSE,38,99,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.868690904,1,valid_win,580.348944,58,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,FALSE,39,100,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.720007311,1,valid_win,585.4648536,59,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,70,64,14,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,FALSE,40,101,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.833543361,0,valid_lose,614.4879435,59,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,FALSE,41,102,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.69832463,1,valid_win,623.7849528,60,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,FALSE,42,103,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.938883069,1,valid_win,627.833856,61,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,FALSE,43,104,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.182763363,1,invalid_win,632.6482979,62,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,FALSE,44,105,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.81193463,1,valid_win,637.0965612,63,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,FALSE,45,106,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.600579702,0,valid_lose,641.7115417,63,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,FALSE,46,107,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.511986293,1,valid_win,648.9766379,64,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,FALSE,47,108,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.170861348,0,invalid_lose,655.9237467,64,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,FALSE,48,109,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.235423046,0,invalid_lose,660.4888994,64,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,FALSE,49,110,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp3.png,exp4.png,1,3,reversed,incorrect,0.690304657,0,valid_lose,665.103936,64,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,FALSE,50,111,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.198040836,0,invalid_lose,670.2681778,64,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,FALSE,51,112,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.971360815,1,valid_win,675.5663699,65,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,FALSE,52,113,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.41270177,1,valid_win,680.7974395,66,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,FALSE,53,114,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.522672659,1,valid_win,685.6459713,67,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,FALSE,54,115,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.872472876,1,valid_win,690.4295118,68,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,FALSE,55,116,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.780305756,1,valid_win,697.5432013,69,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,FALSE,56,117,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.63706501,1,valid_win,702.2916302,70,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,FALSE,57,118,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.977787852,1,valid_win,710.8721499,71,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,FALSE,58,119,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.174313878,0,invalid_lose,721.5507434,71,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,FALSE,59,120,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.777226085,1,valid_win,726.5994813,72,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
