trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7889639216716466,1,valid_win,3.978503999998793,1,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7322784803776464,0,valid_lose,13.025489400140941,1,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.1969802883327284,0,invalid_lose,17.3406029001344,1,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.005726800401713583,1,invalid_win,24.18819130002521,2,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.5806781177326097,1,valid_win,32.33564930013381,3,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8106868313891166,1,valid_win,36.53463380015455,4,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.7653910207377831,0,valid_lose,41.999268900137395,4,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.04253337066443341,0,invalid_lose,46.58062890009023,4,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.23813205411678906,0,invalid_lose,54.47747860010713,4,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.246836953031233,0,invalid_lose,61.19220790010877,4,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
10,exp1.png,exp2.png,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.6817464118753589,1,valid_win,73.62105770013295,5,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
11,exp3.png,exp4.png,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.749946363702465,1,valid_win,77.9356734000612,6,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
12,exp1.png,exp2.png,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.37970398997863886,0,valid_lose,85.11679230001755,6,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
13,exp3.png,exp4.png,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6542042632467349,1,valid_win,89.74970489996485,7,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
14,exp1.png,exp2.png,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.975888856249746,1,valid_win,97.07904829992913,8,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
15,exp3.png,exp4.png,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9405096361385454,1,valid_win,101.87911879993044,9,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
16,exp1.png,exp2.png,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.5324709921128862,1,valid_win,110.52529900008813,10,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
17,exp3.png,exp4.png,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.1387736841281635,0,invalid_lose,114.62466650013812,10,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
18,exp1.png,exp2.png,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.16129134235212772,0,invalid_lose,127.22009610012174,10,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
19,exp3.png,exp4.png,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.020591146544851946,0,invalid_lose,132.6846169999335,10,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
20,exp1.png,exp2.png,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,69,48,54,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
0,exp1.png,exp2.png,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.044850103355225435,0,invalid_lose,170.53768509998918,10,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
1,exp3.png,exp4.png,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.18004136420893757,1,invalid_win,174.6196628001053,11,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
2,exp1.png,exp2.png,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.28400183428681336,0,valid_lose,179.1688904000912,11,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
3,exp3.png,exp4.png,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2608629371033876,0,valid_lose,185.63348950003274,11,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
4,exp1.png,exp2.png,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.1988697997608453,1,invalid_win,190.04787499993108,12,,,,,,,,,,,s_051,3,2021_Jan_27_1301,Reversal,3.2.4,59.97051846411794,
