trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.28885750097538754,0,valid_lose,7.777982300001895,0,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8456120226049646,1,valid_win,14.658643900009338,1,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.34794043539337816,1,valid_win,20.806216200027848,2,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.13844377878657121,0,invalid_lose,25.954864800005453,2,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6172852229316355,0,valid_lose,30.73661130000255,2,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.5673703465207363,0,valid_lose,34.96651000002748,2,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.07799224914992486,1,invalid_win,43.53192830001353,3,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7583665369692562,1,valid_win,51.096243000007235,4,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7466437450726827,0,valid_lose,57.97702700001537,4,,,,,,,,,,,s_069,3,2021_Mar_03_1235,Reversal,3.2.4,59.91604564277638,
