trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate
8,exp1.png,exp2.png,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,48,49,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.054031309,0,invalid_lose,280.2183093,28,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
9,exp3.png,exp4.png,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,49,50,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.16106859,1,invalid_win,284.5002745,29,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
10,exp1.png,exp2.png,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,50,51,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.815243581,0,valid_lose,288.6478661,29,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
11,exp3.png,exp4.png,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,51,52,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.257897439,0,valid_lose,293.1806877,29,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
12,exp1.png,exp2.png,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,52,53,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.925231263,0,valid_lose,297.4955284,29,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
13,exp3.png,exp4.png,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,53,54,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.528576503,0,valid_lose,301.9274747,29,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
14,exp1.png,exp2.png,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,54,55,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.224400864,1,invalid_win,305.9084847,30,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
15,exp3.png,exp4.png,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,55,56,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.766839004,0,valid_lose,310.1240451,30,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
16,exp1.png,exp2.png,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,56,57,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.806550417,0,valid_lose,314.4736971,30,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
17,exp3.png,exp4.png,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,57,58,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.908945502,0,valid_lose,318.455793,30,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
18,exp1.png,exp2.png,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,58,59,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.895984274,1,valid_win,322.4533874,31,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
19,exp3.png,exp4.png,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,59,60,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.049488918,0,invalid_lose,326.7356755,31,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
20,exp1.png,exp2.png,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,58,52,45,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
0,exp1.png,exp2.png,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,60,61,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.030183036,0,invalid_lose,346.5791449,31,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
1,exp3.png,exp4.png,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,61,62,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.751232087,1,valid_win,350.5776352,32,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
2,exp1.png,exp2.png,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,62,63,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.420675663,1,valid_win,354.893115,33,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
3,exp3.png,exp4.png,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63,64,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.396360274,1,valid_win,359.3585433,34,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
4,exp1.png,exp2.png,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64,65,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.279488935,1,valid_win,363.740244,35,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
5,exp3.png,exp4.png,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65,66,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.263728497,0,valid_lose,368.4562522,35,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
6,exp1.png,exp2.png,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,66,67,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.01641041,0,invalid_lose,372.8696326,35,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
7,exp3.png,exp4.png,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,67,68,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.433186686,0,valid_lose,377.4194204,35,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
8,exp1.png,exp2.png,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,68,69,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.85207824,0,valid_lose,381.8337333,35,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
9,exp3.png,exp4.png,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,69,70,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.720822441,1,valid_win,386.3654229,36,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
10,exp1.png,exp2.png,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70,71,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.258887656,1,valid_win,390.6640648,37,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
11,exp3.png,exp4.png,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71,72,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.09250126,1,invalid_win,394.8796859,38,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
12,exp1.png,exp2.png,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72,73,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.825886684,0,valid_lose,399.0947876,38,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
13,exp3.png,exp4.png,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,73,74,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.117715836,0,invalid_lose,403.8763572,38,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
14,exp1.png,exp2.png,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,74,75,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.497868571,0,valid_lose,408.3085012,38,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
15,exp3.png,exp4.png,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,75,76,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.293552144,1,valid_win,412.3909597,39,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
16,exp1.png,exp2.png,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,76,77,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.834918375,1,valid_win,416.8057864,40,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
17,exp3.png,exp4.png,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77,78,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.473990729,0,valid_lose,420.8042098,40,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
18,exp1.png,exp2.png,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78,79,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.075973201,1,invalid_win,424.9696392,41,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
19,exp3.png,exp4.png,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,79,80,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.172039037,0,invalid_lose,429.1839591,41,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
20,exp1.png,exp2.png,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
,,,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,38,28,66,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,FALSE,0,81,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.405695966,0,valid_lose,452.5095685,41,,,,,448.3136107,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,FALSE,1,82,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.247188151,1,invalid_win,457.2419448,42,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,FALSE,2,83,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.834772353,0,valid_lose,461.53992,42,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,FALSE,3,84,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.682566934,0,valid_lose,465.7232207,42,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,FALSE,4,85,FALSE,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.639693753,0,valid_lose,469.9877003,42,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,FALSE,5,86,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.316078078,1,valid_win,473.9700262,43,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,FALSE,6,87,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.952110294,1,valid_win,478.1185739,44,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,FALSE,7,88,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.674951951,0,valid_lose,482.2667276,44,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,FALSE,8,89,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.654294945,0,valid_lose,486.365731,44,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,FALSE,9,90,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.883651489,1,valid_win,490.3144983,45,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,FALSE,10,91,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.093749514,1,invalid_win,494.5953037,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,FALSE,11,92,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.571525439,0,valid_lose,498.811207,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,FALSE,12,93,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.794649097,0,valid_lose,502.9923022,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,FALSE,13,94,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.585230281,0,valid_lose,507.092153,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,FALSE,14,95,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.796010379,0,valid_lose,511.2408045,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,FALSE,15,96,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.165089575,0,invalid_lose,515.2218118,46,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,FALSE,16,97,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.199056201,1,invalid_win,519.3533921,47,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,FALSE,17,98,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.08978488,1,invalid_win,523.453236,48,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,FALSE,18,99,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.615697922,1,valid_win,527.5347893,49,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,FALSE,19,100,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.669290399,1,valid_win,531.5672307,50,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,79,34,59,55,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,FALSE,20,101,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.588398824,0,valid_lose,551.4267869,50,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,FALSE,21,102,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.107376947,0,invalid_lose,555.8755719,50,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,FALSE,22,103,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.125189028,0,invalid_lose,559.9569195,50,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,FALSE,23,104,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.533886571,1,valid_win,563.6727548,51,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,FALSE,24,105,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.843807256,1,valid_win,567.8047597,52,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,FALSE,25,106,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.220185212,0,invalid_lose,571.7534275,52,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,FALSE,26,107,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.896071526,1,valid_win,575.7513396,53,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,FALSE,27,108,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.191403416,1,invalid_win,579.7679979,54,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,FALSE,28,109,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.269395866,0,valid_lose,583.7160679,54,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,FALSE,29,110,FALSE,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.90372286,1,valid_win,587.6481209,55,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,FALSE,30,111,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.480138747,0,valid_lose,591.5643373,55,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,FALSE,31,112,TRUE,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.426215149,1,valid_win,595.6123337,56,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,FALSE,32,113,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.9770466,1,valid_win,599.626787,57,,,,,,,,,,,s_004,1,2020_Nov_08_1254,Reversal,3.2.4,60.1186622
