trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,ver,date,expName,psychopyVersion,frameRate,
0,exp1.png,exp2.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
1,exp3.png,exp4.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6491971270638095,1,valid_win,5.028032000000167,1,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
2,exp1.png,exp2.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7221744908645226,1,valid_win,11.574894900000345,2,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
3,exp3.png,exp4.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.50585724334462,0,valid_lose,20.806128100000024,2,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
4,exp1.png,exp2.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.23350063636877083,0,invalid_lose,26.103815300000406,2,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
5,exp3.png,exp4.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7487509785298172,1,valid_win,31.368212700000186,3,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
6,exp1.png,exp2.png,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.45473904199361337,1,valid_win,36.31598440000016,4,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
7,exp3.png,exp4.png,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8121463408482502,1,valid_win,41.53220030000011,5,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
8,exp1.png,exp2.png,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5174976552925303,0,valid_lose,46.88015190000033,5,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
9,exp3.png,exp4.png,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.14803771744192828,0,invalid_lose,52.17909370000007,5,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
10,exp1.png,exp2.png,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.11681457930672912,0,invalid_lose,57.027361400000245,5,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
11,exp3.png,exp4.png,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5132471712367673,1,valid_win,61.34324890000016,6,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
12,exp1.png,exp2.png,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.1097529087185376,1,invalid_win,65.79067550000036,7,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
13,exp3.png,exp4.png,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.5988330474783797,0,valid_lose,70.60545450000018,7,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
14,exp1.png,exp2.png,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3860581161286025,1,valid_win,74.90432129999999,8,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
15,exp3.png,exp4.png,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.4599624856015423,0,valid_lose,79.7855410000002,8,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
16,exp1.png,exp2.png,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6095434031147854,0,valid_lose,84.13456290000022,8,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
17,exp3.png,exp4.png,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.8746362485246121,0,valid_lose,88.1994936000001,8,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
18,exp1.png,exp2.png,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7143014586469675,1,valid_win,92.68125510000027,9,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
19,exp3.png,exp4.png,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8226184935557951,1,valid_win,97.67920780000031,10,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
20,exp1.png,exp2.png,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.698869125053786,1,valid_win,102.87784320000037,11,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50.0,50.0,50.0,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
0,exp1.png,exp2.png,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
1,exp3.png,exp4.png,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.914707356249594,1,valid_win,137.7497413000001,12,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
2,exp1.png,exp2.png,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7979299462887349,1,valid_win,142.99842320000016,13,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
3,exp3.png,exp4.png,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6344375163481911,1,valid_win,147.74655600000006,14,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
4,exp1.png,exp2.png,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4108545748708742,1,valid_win,152.66050280000036,15,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
5,exp3.png,exp4.png,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7712362554396032,1,valid_win,157.32590700000037,16,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
6,exp1.png,exp2.png,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.04359081731763792,0,invalid_lose,161.82532830000036,16,,,,,,,,,,,,,s_042,2,2021_Jan_13_0931,Reversal,3.2.4,60.05464973129501,
