trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.32947172579053896,0,valid_lose,8.001207999999679,0,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9893727770062521,1,valid_win,15.267505699999674,1,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4081650940878403,1,valid_win,21.11681570000019,2,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8169950312520052,1,valid_win,26.78429049999977,3,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.21909166333020713,0,invalid_lose,32.63373039999988,3,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.6035836746257677,0,valid_lose,45.10058099999969,3,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2176569386769981,0,invalid_lose,51.350343999999495,3,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.26101970845329403,0,valid_lose,61.233140499999536,3,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6738268998777771,1,valid_win,68.7999332999998,4,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7508181658245835,1,valid_win,79.26570029999948,5,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.02295605011015467,0,invalid_lose,87.44971910000004,5,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7709877199765679,0,valid_lose,93.5497919999998,5,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8346852529655988,0,valid_lose,98.79901939999945,5,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6142750281967283,1,valid_win,104.41600969999945,6,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.04173146800264338,0,invalid_lose,109.73187939999934,6,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.4419763294301877,1,valid_win,115.5989372999993,7,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5195934029358668,0,valid_lose,120.73197569999957,7,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.0013077258191179775,0,invalid_lose,127.13234849999935,7,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.47238385996678933,0,valid_lose,131.96561419999944,7,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.25476796113036015,1,valid_win,137.31484739999996,8,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,26.666210299999875,"[(65.0, 26.666210299999875)]",192.30313260000003,None,,,,,,,,,,sub_714,2024-09-09_17h45.16.349,Reversal,2022.1.2,59.999304007794244,2,
