trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp2.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,244.7107205000002,,,,,,,,,,,,244.5745606999999,244.57492619999994,244.57493990000057,False,18,19,True,exp2.png,exp1.png,trial_left_image,246.76045560000057,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.4267414343139907,0,valid_lose,147.04651889999968,246.7606482000001,247.37583390000054,6,247.37584770000012,249.1734991000003,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,249.30072070000006,,,,,,,,,,,,249.1737350000003,249.17404990000068,249.17405969999982,False,19,20,False,exp3.png,exp4.png,trial_left_image,251.5933085000006,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.49022691655151807,1,valid_win,151.8793587,251.59350069999982,252.20945980000033,7,252.20947710000019,254.00647240000035,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,254.2041377000005,,,,,,,,,,,,254.00676680000015,254.00710979999985,254.0071200000002,True,,,,,,,254.0896941000001,,,,,,,,,,,,,,254.0897104000005,254.10569940000005,,254.10571900000014,254.13032230000044,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,254.2041377000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.1381676000001,254.2041377000005,263.65896690000045,100.0,100.0,7.578623200000038,"[(100.0, 7.578623200000038)]",,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,263.7370187000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.6609051000005,263.7370187000006,268.22597529999985,,None,None,[],,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,268.2947009999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2265045000004,268.2947009999998,275.40811160000067,,100.0,5.814340599999923,"[(100.0, 5.814340599999923)]",100.0,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,275.46948930000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.40847980000035,275.46948930000053,282.7409548000005,,100.0,5.560084499999903,"[(100.0, 5.560084499999903)]",,100.0,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,282.89012450000064,,,,,,,,,,,,282.75056889999996,282.7513170000002,282.75132870000016,False,20,21,False,exp1.png,exp2.png,trial_right_image,287.6387291000001,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6022211007588979,0,valid_lose,187.92487769999934,287.6390111999999,288.25464439999996,7,288.2546602000002,290.05154930000026,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,290.1714849,,,,,,,,,,,,290.05178740000065,290.0521180000005,290.0521342000002,False,21,22,True,exp4.png,exp3.png,trial_left_image,292.8879286000001,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.05355540775169121,1,invalid_win,193.1740065999993,292.88813740000023,293.50331950000054,8,293.5033346,295.3010863999998,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,295.42454330000055,,,,,,,,,,,,295.30137680000007,295.30173640000066,295.3017504999998,False,22,23,False,exp1.png,exp2.png,trial_left_image,299.20490080000036,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8533540931279247,1,valid_win,199.4909662,299.20509610000045,299.8189809000005,9,299.81899500000054,301.61690439999984,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,301.74438890000056,,,,,,,,,,,,301.617174,301.61760950000007,301.61762460000045,False,23,24,True,exp4.png,exp3.png,trial_right_image,306.8694059999998,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7287549968389775,1,valid_win,207.15548189999936,306.8696114000004,307.48576589999993,10,307.48578069999985,309.28243960000054,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,309.4216581999999,,,,,,,,,,,,309.2827289000006,309.28307140000015,309.2830849000002,False,24,25,True,exp2.png,exp1.png,trial_right_image,314.0528868000001,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.11890944774112577,0,invalid_lose,214.33895129999928,314.05308120000063,314.6679062000003,10,314.6679253000002,316.4650863000006,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,316.6246557000004,,,,,,,,,,,,316.4654627,316.46595549999984,316.4659732,False,25,26,True,exp4.png,exp3.png,trial_left_image,319.26805240000067,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4719394506014739,0,valid_lose,219.55410679999932,319.2682359999999,319.8832769999999,10,319.88329000000067,321.68089560000044,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,321.80736650000017,,,,,,,,,,,,321.68114419999984,321.6814814999998,321.6814946000004,False,26,27,False,exp1.png,exp2.png,trial_left_image,323.9846303000004,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.24846277595713784,0,invalid_lose,224.27072409999982,323.98485489999985,324.5993130000006,10,324.59932690000005,326.3971975000004,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,326.5321706000004,,,,,,,,,,,,326.3975424,326.39794359999996,326.39795589999994,False,27,28,True,exp4.png,exp3.png,trial_left_image,329.0499823,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7908797014562292,0,valid_lose,229.33604139999989,329.0501707000003,329.6661180000001,10,329.6661346000001,331.46304130000044,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,331.5850711000003,,,,,,,,,,,,331.46330430000035,331.4636150000006,331.4636263000002,False,28,29,True,exp2.png,exp1.png,trial_right_image,333.2663908000004,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8397163455250728,1,valid_win,233.55246199999965,333.2665907999999,333.88193990000036,11,333.8819557000006,335.6791099000002,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,335.8069980999999,,,,,,,,,,,,335.67935560000024,335.6797041,335.67971709999983,False,29,30,False,exp3.png,exp4.png,trial_right_image,338.66601059999994,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.09128783826483733,1,invalid_win,238.95213280000007,338.6662642000001,339.28143809999983,12,339.2814513000003,341.0784874000001,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,341.2161921000006,,,,,,,,,,,,341.07875670000067,341.07908150000003,341.0790943000002,False,30,31,False,exp1.png,exp2.png,trial_right_image,343.2151822000005,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.680524794913212,0,valid_lose,243.50131429999965,343.2154470000005,343.83022080000046,12,343.8302392000005,345.62786010000036,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,345.7583284000002,,,,,,,,,,,,345.6281263999999,345.6285332000007,345.6285723000001,False,31,32,False,exp3.png,exp4.png,trial_left_image,349.1642117000001,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.05489714321873118,0,invalid_lose,249.45027019999998,349.16440049999983,349.77932770000007,12,349.77934040000036,351.5773158000002,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,351.7063294999998,,,,,,,,,,,,351.5775816000005,351.5779474000001,351.57796000000053,False,32,33,False,exp1.png,exp2.png,trial_right_image,353.74692550000054,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3903420400075128,0,valid_lose,254.0330488999998,353.74717969999983,354.3623335000002,12,354.3623556000002,356.1599643999998,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,356.29994070000066,,,,,,,,,,,,356.16029940000044,356.1606937000006,356.1607064,False,33,34,True,exp4.png,exp3.png,trial_right_image,358.37999219999983,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8245473117724272,1,valid_win,258.66603659999964,358.38016590000007,358.9948924999999,13,358.99490650000007,360.7925264000005,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
