trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp2.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,99.88718120000067,,0.012166700000307173,41.92161100000067,41.92162670000016,50.287622300000294,50.28763979999985,84.34949560000041,84.34951200000069,91.54788379999991,91.54790130000038,99.71410370000012,99.72639640000034,99.72707330000048,99.72708969999985,False,0,1,True,exp2.png,exp1.png,trial_right_image,121.29385189999994,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8391793975107689,1,valid_win,21.579966899999818,121.2940978000006,121.90842220000013,1,121.90843780000068,123.70643440000003,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,123.85697010000058,,,,,,,,,,,,123.70679350000046,123.70719840000038,123.70721330000015,False,1,2,True,exp4.png,exp3.png,trial_right_image,130.77569570000014,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6407355076692705,1,valid_win,31.061758499999996,130.77588900000046,131.39093580000008,2,131.39095030000044,133.18828230000054,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,133.3186897000005,,,,,,,,,,,,133.18863520000014,133.1890226000005,133.18903469999987,False,2,3,False,exp1.png,exp2.png,trial_right_image,138.55843170000026,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7075772493593431,0,valid_lose,38.844501099999434,138.5586318000005,139.17315440000039,2,139.17316780000056,140.97086020000006,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,141.13811650000025,,,,,,,,,,,,140.97120450000057,140.97165680000035,140.9716755999998,False,3,4,False,exp3.png,exp4.png,trial_right_image,148.28989290000027,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.11541856023162389,1,invalid_win,48.576040699999794,148.2901756000001,148.9049740999999,3,148.9049954000002,150.70284450000054,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,150.8439601,,,,,,,,,,,,150.70317680000062,150.7034518999999,150.70346210000025,False,4,5,True,exp2.png,exp1.png,trial_right_image,157.82308470000044,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.24563112747809202,0,invalid_lose,58.10915109999951,157.82328039999993,158.43714869999985,3,158.4371682000001,160.2348989000002,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,160.38746119999996,,,,,,,,,,,,160.23517450000054,160.23556000000008,160.2355748,False,5,6,False,exp3.png,exp4.png,trial_right_image,163.43848470000012,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.20678283553247223,1,invalid_win,63.724541799999315,163.43867099999989,164.0530935000006,4,164.0531101000006,165.8507739000006,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,165.97805980000066,,,,,,,,,,,,165.85102430000006,165.8513681000004,165.85138129999996,False,6,7,False,exp1.png,exp2.png,trial_right_image,169.9874894000004,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8073590131228463,0,valid_lose,70.27361909999945,169.98775420000038,170.6027350000004,4,170.602758,172.39990320000015,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,172.52790660000028,,,,,,,,,,,,172.40014690000044,172.40048130000014,172.40050020000035,False,7,8,True,exp4.png,exp3.png,trial_left_image,175.48645639999995,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7462593577163102,0,valid_lose,75.7725862999996,175.48671960000047,176.10206449999987,4,176.10207750000063,177.89916059999996,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,178.0279797000003,,,,,,,,,,,,177.8993989999999,177.8997446000003,177.89975740000045,False,8,9,True,exp2.png,exp1.png,trial_right_image,182.55191569999988,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.22040992318416697,0,invalid_lose,82.83796419999999,182.5520937000001,183.1679318000006,4,183.1679469999999,184.96493780000037,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,185.0983199000002,,,,,,,,,,,,184.96523070000057,184.96550639999987,184.9655171000004,False,9,10,False,exp3.png,exp4.png,trial_right_image,191.4018629000002,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7137027960869151,0,valid_lose,91.68796979999934,191.4020999000004,192.01619699999992,4,192.01621000000068,193.81407529999979,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,193.94035560000066,,,,,,,,,,,,193.81440030000067,193.81490180000037,193.81491820000065,False,10,11,True,exp2.png,exp1.png,trial_left_image,196.20022460000018,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5545313975358388,0,valid_lose,96.48635769999964,196.2004919000001,196.81618780000008,4,196.81620160000057,198.61334030000035,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,198.7447616999998,,,,,,,,,,,,198.6136234000005,198.61402710000038,198.6140419000003,False,11,12,False,exp3.png,exp4.png,trial_right_image,204.83275670000057,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.859928884943032,0,valid_lose,105.11881769999945,204.83294819999992,205.44774039999993,4,205.44775420000042,207.2454859999998,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,207.38471170000048,,,,,,,,,,,,207.24577649999992,207.24611330000062,207.24613050000062,False,12,13,False,exp1.png,exp2.png,trial_right_image,209.44870830000036,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6317094849625746,0,valid_lose,109.73478470000009,209.44891390000066,210.06418140000005,4,210.06419460000052,211.8617675000005,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,211.99313090000032,,,,,,,,,,,,211.86211230000026,211.86250550000022,211.86251859999993,False,13,14,True,exp4.png,exp3.png,trial_left_image,217.9973770000006,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.13038084297158326,1,invalid_win,118.28344749999997,217.9975770000001,218.61295299999983,5,218.61296610000045,220.4104981999999,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,220.55435940000007,,,,,,,,,,,,220.41075180000007,220.4110612000004,220.41107550000015,False,14,15,False,exp1.png,exp2.png,trial_left_image,225.7965707000003,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7651938115536312,1,valid_win,126.08265089999986,225.7967853,226.41260300000067,6,226.41262069999993,228.2094444000004,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,228.34230630000002,,,,,,,,,,,,228.20974300000034,228.21012539999992,228.21013980000043,False,15,16,True,exp4.png,exp3.png,trial_left_image,232.8290305999999,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8495463203319252,0,valid_lose,133.1151450999996,232.82927740000014,233.44440720000057,6,233.44442680000066,235.24188250000043,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,235.39959809999982,,,,,,,,,,,,235.2421420999999,235.2425217,235.24253690000023,False,16,17,False,exp1.png,exp2.png,trial_right_image,237.3782667000005,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8542991889841168,0,valid_lose,137.66432910000003,237.3784587,237.99386520000007,6,237.99387900000056,239.79132220000065,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,239.92751560000033,,,,,,,,,,,,239.79159750000053,239.79193790000045,239.7919509000003,False,17,18,True,exp4.png,exp3.png,trial_left_image,242.16202260000045,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8243764231733886,0,valid_lose,142.4480907999996,242.16222170000037,242.77631780000047,6,242.77633270000024,244.57425130000047,,,,,,,,,,,,,,,,,,,,sub_765,2024-12-04_13h48.07.190,Reversal,2023.2.1,60.00229208743871,1,2024-12-04 13h48.19.888603 +0200,
