trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7078085512000184,1,valid_win,322.77207480000015,32,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8639474884478504,1,valid_win,327.6044182999999,33,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5614117085602103,1,valid_win,332.3025290999999,34,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7319415284908811,1,valid_win,336.7848561999999,35,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.31877844220957263,1,valid_win,341.29988159999994,36,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.75246080476355,1,valid_win,345.5145975999999,37,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.37160343397928175,1,valid_win,349.88024129999985,38,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6033111510015541,1,valid_win,354.8120533000001,39,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.17343325399877318,0,invalid_lose,359.09349310000016,39,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3836566378196381,1,valid_win,363.40918310000006,40,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2474537000003,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.3738268000002,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4085522999999,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.33922170000005,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,0,61,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.9919871370922085,0,valid_lose,373.77178539999977,40,,,,,,371.052048,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,1,62,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9448188114756825,1,valid_win,378.13736070000004,41,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,2,63,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.28347819252414896,0,valid_lose,382.08579439999994,41,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,3,64,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8501518823230183,1,valid_win,386.40089209999996,42,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,4,65,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.9687897902470342,1,valid_win,390.6662830999999,43,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,5,66,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.0738053924010128,0,invalid_lose,395.0979615000001,43,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,6,67,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.4484448869672799,1,valid_win,400.0634820999999,44,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,7,68,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3397897329176497,1,valid_win,404.6454368999998,45,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,8,69,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.37870558226062623,1,valid_win,408.9788450000001,46,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,9,70,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9131415524182951,0,valid_lose,412.8922364,46,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,10,71,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3702209720949564,1,valid_win,418.59001750000016,47,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,11,72,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.27837660181433155,1,valid_win,424.27178379999987,48,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,12,73,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.9359100238393346,1,valid_win,430.48620329999994,49,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,13,74,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6002254914919382,0,valid_lose,435.66821979999986,49,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,14,75,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3287540175973813,1,valid_win,440.54925120000007,50,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,15,76,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.7444218099408791,0,valid_lose,444.39806450000015,50,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,16,77,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.7987967156441778,1,valid_win,449.6296873000001,51,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,17,78,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9499345039928875,1,valid_win,453.7118415,52,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,18,79,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6271558756408121,1,valid_win,458.3601239999998,53,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,False,19,80,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.06794066956493039,0,invalid_lose,462.64245440000013,53,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,549.4927462999999,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,551.294633,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,552.2245344000003,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,553.1573747000002,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,20,81,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.42038427679946877,1,valid_win,472.1385685,54,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,21,82,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.27921761574116777,0,valid_lose,477.2535548000001,54,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,22,83,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5719087185214713,1,valid_win,481.98544459999994,55,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,23,84,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.0030293121658089284,0,invalid_lose,486.45063170000003,55,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,24,85,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3453170663091002,1,valid_win,491.06551409999975,56,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,25,86,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8213897533161321,0,valid_lose,495.8644326999997,56,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,26,87,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.4054274804420712,1,valid_win,500.96283669999957,57,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,27,88,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.41618178283842655,0,valid_lose,505.69383089999974,57,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,28,89,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.38397682042134895,1,valid_win,510.27570509999987,58,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,29,90,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.10127619718123293,1,invalid_win,515.6249439000003,59,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,30,91,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.7175688802273696,1,valid_win,520.0729595000003,60,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,31,92,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.12847630161662138,1,invalid_win,524.4216790999999,61,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,32,93,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.2956112923469836,1,valid_win,531.0363346000004,62,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,33,94,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.45449406925776303,0,valid_lose,535.1006054,62,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,34,95,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5720899646317448,1,valid_win,540.4324501000001,63,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,35,96,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6012165402873108,1,valid_win,544.4808937999996,64,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,36,97,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.1010077265333248,0,invalid_lose,548.9129198999999,64,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,37,98,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6170271748035416,1,valid_win,553.8804635999995,65,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,38,99,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.9735633078262862,0,valid_lose,558.0594762999999,65,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,False,39,100,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.44902060995457405,0,valid_lose,564.8750596999998,65,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,651.7277295000004,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,653.3377767000002,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,654.2228111000004,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,655.0713575,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,40,101,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.7762785489428878,0,valid_lose,575.1538640999997,65,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,41,102,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.921805494344465,1,valid_win,579.4695184000002,66,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,42,103,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.15320659056614316,0,invalid_lose,584.2845991000004,66,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,43,104,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.09593760655203676,0,invalid_lose,589.0489996999995,66,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,44,105,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8593292217959684,0,valid_lose,596.0133287999997,66,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,45,106,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8709840035139503,1,valid_win,601.2288318999999,67,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
