trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,date,expName,psychopyVersion,frameRate,ver,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.16483942732211443,1,invalid_win,88.8480877999973,7,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8131250447250005,0,valid_lose,94.26455829999759,7,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6603910415378932,1,valid_win,99.79832080000779,8,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.3987987796258574,1,valid_win,104.83149430001504,9,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5695242550739006,1,valid_win,109.01430510001956,10,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9657922949309184,1,valid_win,114.31428350001806,11,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.28389668454269956,0,valid_lose,118.69756520001101,11,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],187.7151259999955,None,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,6.06649210001342,"[(57.0, 4.368073000019649), (65.0, 6.06649210001342)]",203.3970047000039,None,65.0,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,4.267863900022348,"[(64.0, 4.267863900022348)]",210.54364469999564,None,,64.0,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,3.0823241000180133,"[(73.0, 3.0823241000180133)]",215.97989640000742,None,,,73.0,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6307243709317388,1,valid_win,156.49695950001478,12,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9253867215600083,0,valid_lose,161.96306589999585,12,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5353836295161951,1,valid_win,166.39657539999462,13,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5546958125921199,0,valid_lose,171.47989290000987,13,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6429603124575007,0,valid_lose,175.713550400018,13,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.056055183934075936,0,invalid_lose,179.88017849999596,13,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.2636707404681943,1,valid_win,183.94618950001313,14,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9787807834742565,1,valid_win,189.42993680000654,15,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5666493826674192,0,valid_lose,193.9633341000008,15,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.1414301670659749,1,invalid_win,199.06291100001545,16,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8161550924615971,0,valid_lose,203.5127798000176,16,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.45129093678971266,1,valid_win,207.82975410000654,17,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9299155611432353,0,valid_lose,212.29589150001993,17,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6244557415136665,0,valid_lose,216.3126412999991,17,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9369154499503728,0,valid_lose,220.37967059999937,17,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7329605387115716,1,valid_win,223.98043759999564,18,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8167894180546922,1,valid_win,228.1291099000082,19,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.868593691407989,0,valid_lose,232.34559430001536,19,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.12337691293876218,1,invalid_win,236.39544600000954,20,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.12552708263241552,1,invalid_win,241.89621780000743,21,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2.749913099978585,"[(63.0, 2.749913099978585)]",310.91067099999054,None,,,,63.0,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,3.1510042999871075,"[(70.0, 3.1510042999871075)]",316.50781000001007,None,70.0,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,2.0846692000050098,"[(80.0, 2.0846692000050098)]",320.7398716000025,None,,80.0,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],323.90566799999215,None,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9389033742170233,0,valid_lose,262.72850310002104,21,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5363778644028051,1,valid_win,267.1952157000196,22,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5850516747254646,1,valid_win,271.51175659999717,23,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.47846766215029124,0,valid_lose,275.62856120002107,23,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8986968531793649,1,valid_win,279.7450187000213,24,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.16969081592858848,0,invalid_lose,284.0449768000108,24,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5414534428208759,0,valid_lose,288.5946271000139,24,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6368258204179903,0,valid_lose,292.82823770001414,24,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8773938784440222,1,valid_win,296.76106069999514,25,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7713397104884896,1,valid_win,300.9284309000068,26,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.08015919243566949,1,invalid_win,305.59461709999596,27,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5959167801780666,1,valid_win,310.67788850000943,28,,,,,,,,,,,,,,,,,,sub_009,2022-05-23_16h32.17.150,Reversal,2022.1.2,60.027324433006605,1,
