trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8986042770123687,1,valid_win,3.9502046999987215,1,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.676279958891425,1,valid_win,10.91534879989922,2,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.17847359208239533,1,invalid_win,17.631729599903338,3,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.054638038746401385,1,invalid_win,26.748368899920024,4,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.8420079732109422,0,valid_lose,34.0482156999642,4,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.7153495833345741,0,valid_lose,40.36496069992427,4,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9369291310147874,1,valid_win,46.01497459993698,5,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7939050264828491,1,valid_win,51.83101149997674,6,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7579232716087888,0,valid_lose,58.114720099954866,6,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.8382860175283487,0,valid_lose,63.74803009990137,6,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6112023024151433,1,valid_win,69.28061519993935,7,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7297146838625521,1,valid_win,74.24738049996085,8,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.09741553036622708,0,invalid_lose,80.36454350000713,8,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.4913413194930234,0,valid_lose,85.81444989994634,8,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.17875443866981244,1,invalid_win,90.44768859993201,9,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.553269606718788,1,valid_win,94.88052209990565,10,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5631997574850047,0,valid_lose,100.96450000000186,10,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8439311020585719,1,valid_win,106.08128759998363,11,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7244079539040363,1,valid_win,111.06468710000627,12,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.6001089239860528,1,valid_win,116.79836739995517,13,,,,,,,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,75.0,8.63623009994626,"[(75.0, 8.63623009994626)]",196.4840957999695,None,,,,,,,,,,sub_287,2023-01-23_17h54.35.401,Reversal,2022.1.2,60.07117234944366,3,
