trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,estimation_exp1.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.632385400123894,"[(100.0, 2.632385400123894)]",438.1813359009102,None,,,100.0,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.5373649037899607,1,valid_win,327.7940702997148,22,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.29964932051441273,1,valid_win,333.56040679942816,23,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7155677568268244,1,valid_win,337.6251191003248,24,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9460224178231785,1,valid_win,342.294376200065,25,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.43324668048752657,1,valid_win,346.8278492996469,26,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.2995195973457697,1,valid_win,351.44378549978137,27,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8752564349304547,1,valid_win,355.8773512998596,28,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9236533706879104,1,valid_win,360.52752980031073,29,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.02858027323233836,0,invalid_lose,364.82703489996493,29,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9057406214895588,1,valid_win,369.9103376995772,30,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.277196514351584,1,valid_win,375.32702500000596,31,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.34803165468243813,1,valid_win,380.1767130997032,32,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.4842603915793037,1,valid_win,384.9432589998469,33,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.14337393230806805,0,invalid_lose,391.1098910998553,33,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.3454766825503084,1,valid_win,395.97605209983885,34,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9883598536952347,0,valid_lose,400.77658169995993,34,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8319253600972527,1,valid_win,405.44325269944966,35,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3517843337337664,1,valid_win,409.8933156002313,36,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.4609847821492703,1,valid_win,416.0089849997312,37,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6816692183794616,1,valid_win,420.5096356999129,38,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],539.6781251002103,None,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.081212400458753,"[(100.0, 1.081212400458753)]",551.62884900067,None,100.0,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],553.609166700393,None,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,2.966732700355351,"[(89.0, 2.966732700355351)]",557.6417349008843,None,,,89.0,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,61,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.6736077173578149,0,valid_lose,447.4085734002292,38,,,,,,,,,444.798112699762,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,62,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.17441375093682787,0,invalid_lose,456.15878880023956,38,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,63,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9862287792946115,1,valid_win,464.0418680002913,39,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,64,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7204943051366421,0,valid_lose,468.472688799724,39,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,65,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.388673253178513,0,valid_lose,473.25841560028493,39,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,66,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7508233105220082,1,valid_win,479.99184879940003,40,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,67,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.465596348394021,1,valid_win,485.89187719952315,41,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,68,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.06099440598189676,0,invalid_lose,490.7250790996477,41,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,69,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.16934743220318904,0,invalid_lose,495.6916658002883,41,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,70,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6641279184061694,1,valid_win,500.30826129950583,42,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.64111439601045,0,valid_lose,504.87452459987253,42,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,72,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.12481473502858864,0,invalid_lose,510.2244251994416,42,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,73,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.3432920685126746,1,valid_win,515.0241003995761,43,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,74,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.09383889703853687,0,invalid_lose,520.224471299909,43,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,75,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.2265302700477958,1,invalid_win,524.3909203996882,44,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,76,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.05824881502799706,1,invalid_win,529.0077659999952,45,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,77,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.6760971371276919,1,valid_win,534.0739316996187,46,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,78,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7760473978914302,0,valid_lose,539.0736769996583,46,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,79,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.8741689998720428,0,valid_lose,543.0909129995853,46,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,80,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8833111322924351,1,valid_win,547.4238174995407,47,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,66.0,5.772602600045502,"[(66.0, 5.772602600045502)]",666.6090942006558,None,,,,,66.0,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,49.0,2.6963571002706885,"[(35.0, 1.496179100126028), (49.0, 2.6963571002706885)]",673.2453999007121,None,49.0,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],677.1243417002261,None,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],686.9913058001548,None,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,81,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.5413779967247968,0,valid_lose,583.4063483001664,47,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,82,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.14419722818707836,1,invalid_win,601.8729689000174,48,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,83,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.7102590859658652,1,valid_win,608.4223458999768,49,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,84,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.24248568658257408,1,invalid_win,615.0726507995278,50,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,85,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.4083568110069682,1,valid_win,620.3389357002452,51,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,86,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5390862737437605,0,valid_lose,628.8223481997848,51,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,87,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.729301425051265,1,valid_win,633.6052179001272,52,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,88,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5905138397399434,1,valid_win,638.9721018997952,53,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,89,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.9163336987364203,0,valid_lose,648.271207999438,53,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,90,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9763880887538198,1,valid_win,656.4221936995164,54,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,91,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.1750445234386011,0,invalid_lose,662.0042199995369,54,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,92,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6002287826546131,1,valid_win,669.1709119994193,55,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,93,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.39663345643836545,1,valid_win,673.9890099996701,56,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,94,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.10106855058080344,0,invalid_lose,679.2715686997399,56,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,95,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.24873928745106766,0,invalid_lose,687.1045781997964,56,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,96,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2846975009425238,0,valid_lose,695.8038590000942,56,,,,,,,,,,,,,,,,sub_227,2022-12-22_11h41.30.254,Reversal,2022.1.2,59.9960281349123,3,
