trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,total_learning_time,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.41351561550819116,1,valid_win,298.9286911999807,25,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5925936097293152,1,valid_win,302.84486630000174,26,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3491246762074073,0,valid_lose,306.77824370004237,26,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9518420141900417,1,valid_win,310.66169139998965,27,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.22446219383513422,1,invalid_win,314.6117467000149,28,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6816279488088945,0,valid_lose,318.52827640005853,28,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8223777148530467,1,valid_win,322.62854409997817,29,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9709260539337953,1,valid_win,326.72786460001953,30,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.09159053617858637,0,invalid_lose,330.6442369000288,30,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7640684745479966,1,valid_win,334.6613653000677,31,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7325674143261856,1,valid_win,338.7115836000303,32,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6146573552591413,0,valid_lose,342.62834940000903,32,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8660603333201734,0,valid_lose,346.5779574000044,32,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8983738248085045,0,valid_lose,350.92773710004985,32,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.31696532240314423,0,valid_lose,354.8275883999886,32,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8028167815627595,1,valid_win,359.4111431000056,33,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5069678971796935,0,valid_lose,363.86066330003086,33,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6455666667212859,1,valid_win,368.27734000002965,34,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],435.11981679999735,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],441.4168447999982,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],443.20213160000276,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],446.4511511999881,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.10236861516759277,0,invalid_lose,386.8099091000622,34,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.4497817014347347,1,valid_win,394.86013599997386,35,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.4353802561800747,0,valid_lose,399.593561100075,35,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.2513725789538691,1,valid_win,406.3599989999784,36,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.4800652982532372,1,valid_win,414.22620150004514,37,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.039274587038375275,0,invalid_lose,418.9098703999771,37,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.1186045396146298,1,invalid_win,425.1095242999727,38,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.628899838965633,0,valid_lose,432.7925088000484,38,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.6255394487536484,1,valid_win,439.12544770003296,39,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.30037946841508134,1,valid_win,443.9259880000027,40,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7511386693000452,0,valid_lose,448.3422330999747,40,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.09698475064444223,1,invalid_win,452.6256357000675,41,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.502387467987182,1,valid_win,458.5085056000389,42,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.35521825195792667,0,valid_lose,465.80874420003965,42,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8643811547532383,0,valid_lose,474.3585253000492,42,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4778219017279526,0,valid_lose,479.8250610000687,42,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.46276520386693176,1,valid_win,484.2755584999686,43,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.051403709488461624,0,invalid_lose,491.1413756000111,43,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5041365907135263,0,valid_lose,498.0252581000095,43,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.3284903474775376,0,valid_lose,503.2749333999818,43,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],570.1149579000194,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],575.4340661999304,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],582.4845992999617,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],584.8027455999982,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.9114580271470132,0,valid_lose,524.5582837000256,43,,,,,,,522.4773926000344,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.06985423741559571,1,invalid_win,530.3080359000014,44,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.7109298018825194,0,valid_lose,537.9078558000037,44,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5810569681133975,0,valid_lose,543.0742989999708,44,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.9725558956737133,0,valid_lose,547.5076619000174,44,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4244193110497312,0,valid_lose,553.1404069999699,44,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.057873768069619524,1,invalid_win,561.2076381000225,45,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7919734077336126,1,valid_win,566.8739263999742,46,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.2273869365186545,0,invalid_lose,572.8401895000134,46,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.46082590660749523,1,valid_win,579.7566399000352,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.7324983571588188,0,valid_lose,584.0903867000015,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5715296402752832,0,valid_lose,589.4403172000311,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.347648201630815,0,valid_lose,594.240144600044,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.02413678792885554,0,invalid_lose,599.3900906000054,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.7157688628688349,0,valid_lose,604.390431900043,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4099337284539728,0,valid_lose,608.2731415000744,47,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.2439453780459484,1,invalid_win,612.2898128000088,48,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.3558016192437462,0,valid_lose,616.5568950000452,48,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.5393324945668512,1,valid_win,621.6398821000475,49,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
