trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,total_learning_time,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7378712268856569,0,valid_lose,626.7055010000477,49,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],693.5449023999972,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,25.0,2.199116399977356,"[(25.0, 2.199116399977356)]",706.3037005999358,None,25.0,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,21.0,7.09845450008288,"[(21.0, 7.09845450008288)]",709.8484229999594,None,,,21.0,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,67.0,1.2846516000572592,"[(67.0, 1.2846516000572592)]",718.0512902999762,None,,,,67.0,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.12872892663299607,1,invalid_win,658.1555548000615,50,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8884160143189616,0,valid_lose,668.9221754000755,50,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.6205965641258115,0,valid_lose,676.4221235000296,50,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.10040512717771855,1,invalid_win,680.7883551999694,51,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.7825975521342032,1,valid_win,687.2219089000719,52,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.008519046651859763,0,invalid_lose,691.2380825000582,52,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.5291354917908146,1,valid_win,695.8390454000328,53,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3724745757698311,1,valid_win,700.5383191000437,54,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.21674823126551412,0,invalid_lose,707.7546234000474,54,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8987487469115149,0,valid_lose,713.8546245000325,54,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.7634114029969061,1,valid_win,721.3219200000167,55,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,112,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6804664991736639,0,valid_lose,725.8545463000191,55,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,113,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.4277998253119537,1,valid_win,733.1710684000282,56,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,114,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9129896513472415,0,valid_lose,738.3042392999632,56,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,115,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.9765889905720548,0,valid_lose,743.6541767000454,56,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,116,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3810974723783749,1,valid_win,747.8041985000018,57,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,117,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.4495703322079587,0,valid_lose,752.087913800031,57,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,118,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9126309253332471,1,valid_win,757.7041093000444,58,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,119,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.5667058494441589,0,valid_lose,763.7538768000668,58,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,120,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4769657798429535,0,valid_lose,768.586966300034,58,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],835.4103421999607,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,25.0,3.648218799964525,"[(37.0, 3.0819385999348015), (25.0, 3.648218799964525)]",842.6455944000045,None,25.0,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,70.0,3.9357848999788985,"[(70.0, 3.9357848999788985)]",847.460352199967,None,,,70.0,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],852.3656359999441,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,False,40,121,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.4989309980414801,0,valid_lose,791.9703039000742,58,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,41,122,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9251216614690031,0,valid_lose,798.4035469000228,58,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,42,123,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.1774544760292921,1,invalid_win,805.2200946999947,59,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,43,124,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.36363860858001573,1,valid_win,810.7198347999947,60,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,44,125,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.714991535659516,1,valid_win,822.2022601000499,61,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,45,126,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9519375989462411,0,valid_lose,826.8532594999997,61,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,46,127,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.5726507893339412,1,valid_win,834.185567800072,62,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,47,128,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.22578346009383898,1,invalid_win,838.7357234000228,63,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,48,129,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.3480970680557266,0,valid_lose,843.6361332000233,63,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,49,130,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.14334611715055445,1,invalid_win,849.0521676000208,64,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,50,131,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.6329790511756054,0,valid_lose,855.1191234000726,64,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,51,132,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6522744903183944,0,valid_lose,859.5355348000303,64,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,52,133,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.6524300793585449,1,valid_win,864.9186962000094,65,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,134,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8994510011873604,0,valid_lose,869.368431000039,65,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,135,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.12783365040173233,1,invalid_win,874.9682259999681,66,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,136,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.24229219447245265,0,invalid_lose,879.3354768999852,66,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,137,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.9862077548122851,1,valid_win,884.2854832999874,67,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,138,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.09278835223301174,0,invalid_lose,889.8184310999932,67,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,139,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.4531057248378483,0,valid_lose,895.2681266000727,67,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,59,140,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.45730132971964454,0,valid_lose,902.0011850000592,67,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,17.0,3.336876699933782,"[(17.0, 3.336876699933782)]",968.8416971999686,None,,,,,17.0,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,84.0,1.3528116999659687,"[(84.0, 1.3528116999659687)]",973.2587662999285,None,84.0,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],976.9606400999473,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],980.4251432999736,None,,,,,,,,,,,sub_529,2024-09-16_11h35.56.405,Reversal,2022.1.2,60.0194703246862,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,65,44,21,394.81002899992745,1,,,,,,,
