trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp1.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.37801975364343043,0,valid_lose,305.6952056000009,37,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.026411798886179283,0,invalid_lose,309.4770998999884,37,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.532082319821264,1,valid_win,313.3423569999868,38,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.15232896386712447,1,invalid_win,317.1415146999934,39,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.23039791489703598,0,invalid_lose,321.02312410000013,39,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9154995363811791,0,valid_lose,324.8227218000102,39,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.34571552787772997,1,valid_win,328.60381249999045,40,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.47337510781222225,1,valid_win,332.61944969999604,41,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8479351730326126,1,valid_win,336.5677258000069,42,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6233445883057013,0,valid_lose,340.46650149999186,42,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.21567030191287884,0,invalid_lose,344.2317036000022,42,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7218723569826071,1,valid_win,348.14751919999253,43,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7147448741417005,1,valid_win,352.04606610001065,44,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9448686761535685,0,valid_lose,355.87817549999454,44,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.13482335294426373,0,invalid_lose,359.65997169999173,44,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.40888521449945714,1,valid_win,363.4423914999934,45,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.8538512759342399,0,valid_lose,367.8071054999891,45,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.019966554960574645,1,invalid_win,371.72240229998715,46,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.2582063000009,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.50414279999677,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.07532110001193,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.53716639999766,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,0,81,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5159528356810168,1,valid_win,381.419246800011,47,,,,,,379.58620700001484,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,1,82,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.981754075047211,1,valid_win,385.2345587000018,48,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,2,83,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5046826966985185,0,valid_lose,389.0004077999911,48,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,3,84,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.11239634417566602,1,invalid_win,393.03212230000645,49,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,4,85,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5012310949817158,1,valid_win,396.86421229998814,50,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,5,86,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.768024355839063,1,valid_win,400.680474599998,51,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,6,87,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5886386493606528,1,valid_win,404.711605199991,52,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,7,88,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7695543510397209,1,valid_win,408.6602808999887,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,8,89,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.4663678071811298,0,valid_lose,412.3926640000136,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,9,90,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.22084778524592708,0,invalid_lose,416.32391880001524,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,10,91,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.25720456662812075,0,valid_lose,420.20628519999445,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,11,92,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.24347302081911737,0,invalid_lose,424.05458130000625,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,12,93,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.11262622803994349,0,invalid_lose,427.33716550000827,53,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,13,94,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7134506245313446,1,valid_win,431.3860752999899,54,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,14,95,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.49131895251684166,0,valid_lose,435.23419059999287,54,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,15,96,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3345636179261531,1,valid_win,439.06664780000574,55,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,16,97,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6963973167327344,1,valid_win,443.53154220001306,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,17,98,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.09156286806785818,0,invalid_lose,447.5638295999961,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,18,99,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.4853873915971283,0,valid_lose,451.57907599999453,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,False,19,100,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.23158238179325175,0,invalid_lose,455.4440872000123,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,531.9934343000059,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,534.158070400008,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,535.0589432000124,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,535.9103058000037,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,20,101,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5924648600234581,0,valid_lose,464.72403559999657,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,21,102,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8451656750429263,0,valid_lose,468.60637289998704,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,22,103,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.1876704935717981,0,invalid_lose,472.4575419999892,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,23,104,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.678264106254658,0,valid_lose,476.2703870999976,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,24,105,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.743808644215167,0,valid_lose,480.15264169999864,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,25,106,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5813689365723477,0,valid_lose,483.9675312000036,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,26,107,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.14262701946388812,0,invalid_lose,487.7830629000091,56,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,27,108,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7413767711744275,1,valid_win,491.79855430001044,57,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,28,109,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.7529173335587022,0,valid_lose,495.6972084000008,57,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,29,110,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.4786692686995315,0,valid_lose,499.56246290000854,57,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,30,111,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.3165924039467892,1,valid_win,503.4613447000156,58,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,31,112,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.03087284429770254,0,invalid_lose,507.3598035000032,58,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,32,113,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.30254962982849787,1,valid_win,511.5088109000062,59,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,33,114,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8499454212354179,1,valid_win,515.3736984000134,60,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,34,115,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.28528789813968325,1,valid_win,519.5225821000058,61,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,35,116,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.10224916974406517,0,invalid_lose,523.3209459999925,61,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,36,117,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6628015526651984,1,valid_win,527.2697203000134,62,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,37,118,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.06587723480836016,0,invalid_lose,531.7683632000117,62,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,38,119,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8342107286012775,0,valid_lose,535.6835628999979,62,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,False,39,120,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6688942881179831,0,valid_lose,539.6659533999918,62,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
