trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.023275257402224803,0,invalid_lose,3.4338434000092093,0,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.29994811273866917,0,valid_lose,8.066373100009514,0,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.33295892447534425,0,valid_lose,12.999383800008218,0,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7758133268185449,1,valid_win,18.8001660000009,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.10556396372457078,0,invalid_lose,23.850186600000598,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.6476476888126605,0,valid_lose,27.882623199999216,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4911051287232494,0,valid_lose,32.265869100010605,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.7680733409499022,0,valid_lose,38.25013650000619,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2969032187191678,0,valid_lose,44.899645400000736,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.7487503359927935,0,valid_lose,50.498833600009675,1,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5569888544494506,1,valid_win,54.41618960000051,2,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.6803585141172677,1,valid_win,59.06563320000714,3,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8233962092530026,1,valid_win,63.782591299997875,4,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.49624159203096807,1,valid_win,68.01601510000182,5,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7272126402148458,1,valid_win,72.29854850000993,6,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.9402096180286889,0,valid_lose,76.21557020000182,6,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.18283939883718658,0,invalid_lose,80.6819894000073,6,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.06661842440942367,0,invalid_lose,84.6822286000097,6,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4665647189021731,0,valid_lose,89.0158977000101,6,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.2597733889016227,1,valid_win,93.26483349999762,7,,,,,,,,,,,,,,,,,,sub_039,2022-08-04_17h04.06.174,Reversal,2022.1.2,59.997792081900855,3,
