trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,98.74380749999546,,0.012216100003570318,33.60023600002751,33.60025230003521,52.5478221999947,52.547837499994785,79.97819180018269,79.97822240018286,86.74305960000493,86.74309650016949,98.57543299999088,98.59147770004347,98.59232669998892,98.59236130001955,False,0,1,True,exp2.png,exp1.png,trial_right_image,102.20630039996468,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6595593069640776,1,valid_win,3.631034600082785,102.20650249999017,102.82157830009237,1,102.82159560010768,104.6194214001298,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,104.77145290002227,,,,,,,,,,,,104.61990090017207,104.6204783001449,104.62050459999591,False,1,2,False,exp3.png,exp4.png,trial_left_image,115.5053298000712,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5219388035612698,1,valid_win,16.930216599954292,115.50569450017065,116.11989230010659,2,116.11991050001234,117.91781440004706,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,118.0481257000938,,,,,,,,,,,,117.91811420000158,117.91858810000122,117.9186042000074,False,2,3,True,exp2.png,exp1.png,trial_left_image,121.23859620001167,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.36836659939949934,0,valid_lose,22.663435199996457,121.23890830017626,121.85288170003332,2,121.85290820011869,123.65112900012173,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,123.79224169999361,,,,,,,,,,,,123.65219340007752,123.65344270016067,123.6535753000062,False,3,4,True,exp4.png,exp3.png,trial_right_image,128.38667699997313,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.4890427811412671,1,valid_win,29.81154950009659,128.38702570018359,129.00169200007804,3,129.00172120006755,130.7994770000223,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,130.93435230012983,,,,,,,,,,,,130.79997849999927,130.80059750005603,130.8006263000425,False,4,5,True,exp2.png,exp1.png,trial_left_image,133.15261850017123,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5942498350665226,0,valid_lose,34.57743520010263,133.15291110007092,133.767677300144,3,133.7676999999676,135.56545820017345,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,135.70826179999858,,,,,,,,,,,,135.5659521999769,135.56657130015083,135.56660000002012,False,5,6,True,exp4.png,exp3.png,trial_right_image,139.35217540012673,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9121779467634855,1,valid_win,40.77697509992868,139.35244749998674,139.96695460006595,4,139.9669767001178,141.76451240014285,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,141.88745190016925,,,,,,,,,,,,141.76487249997444,141.7653565001674,141.76544350013137,False,6,7,False,exp1.png,exp2.png,trial_left_image,145.18495300016366,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6651307142305025,1,valid_win,46.60998610011302,145.18546600011177,145.7997528000269,5,145.79977010004222,147.59755160007626,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,147.73372990009375,,,,,,,,,,,,147.59834030014463,147.59931010007858,147.59935600007884,False,7,8,False,exp3.png,exp4.png,trial_left_image,149.95056170015596,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.05987823322597863,0,invalid_lose,51.375291200121865,149.95075850002468,150.56593629997224,5,150.56596709997393,152.36383459996432,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,152.50293070008047,,,,,,,,,,,,152.3646106000524,152.36572890006937,152.36577480006963,False,8,9,False,exp1.png,exp2.png,trial_right_image,158.21572950016707,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6819631972136027,0,valid_lose,59.64053380000405,158.2160082999617,158.83146120002493,5,158.83149230014533,160.6293081000913,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,160.76545980013907,,,,,,,,,,,,160.63030149997212,160.63168600015342,160.6317919001449,False,9,10,False,exp3.png,exp4.png,trial_left_image,163.79871780006215,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.2281666180914187,0,invalid_lose,65.22372020012699,163.799197900109,164.41453980002552,5,164.4145552001428,166.21228380012326,,,,,,,,,,,,,,,,,,,,sub_778,2024-01-05_12h59.41.022,Reversal,2023.2.1,60.1367750585381,2,2024-01-05 12h59.52.816280 +0200,
