trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.17280497490874547,0,invalid_lose,7.065414600016084,0,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.02002974896343912,1,invalid_win,24.17949290003162,1,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8487796804250056,1,valid_win,31.978126700036228,2,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.10765400509007983,1,invalid_win,39.62752919999184,3,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5683272258398512,1,valid_win,44.576425700041,4,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9443547514053441,0,valid_lose,50.97550780000165,4,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.2337982226365125,0,invalid_lose,58.04144629999064,4,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.999779033770975,0,valid_lose,63.69081980001647,4,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9096076629517591,1,valid_win,68.40716160001466,5,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9413261321262375,0,valid_lose,77.28925710002659,5,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.28507743509972583,1,valid_win,82.42400490003638,6,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.35797775648559715,1,valid_win,88.47172370000044,7,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.012989802136083362,0,invalid_lose,109.11851070000557,7,,,,,,,,,,,,,,,,sub_589,2023-05-14_10h18.30.904,Reversal,2022.1.1,59.90097171960253,1,
