trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.29114744228140843,0,valid_lose,9.896960200043395,0,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.578833710323521,1,valid_win,21.779321300098673,1,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9458961461591564,1,valid_win,29.260345800081268,2,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9137055156005855,1,valid_win,35.793541700113565,3,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.22566727946265774,0,invalid_lose,42.325518399942666,3,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.785264541713337,0,valid_lose,50.00927509996109,3,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8922809371078454,1,valid_win,61.573120299959555,4,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.799469028707697,1,valid_win,71.93861760012805,5,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7621434873570968,1,valid_win,80.23762320005335,6,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.11244152902490534,0,invalid_lose,86.58719069999643,6,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.22327235579128346,0,invalid_lose,92.50284990016371,6,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9906011340898232,1,valid_win,97.9357135000173,7,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.0628270366978042,0,invalid_lose,102.80192100000568,7,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8598541451509807,1,valid_win,109.03404940012842,8,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.091805413950793,1,invalid_win,113.50012019998394,9,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.353242182181279,1,valid_win,117.74982520006597,10,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5596216996748912,0,valid_lose,122.16767000011168,10,,,,,,,,,,,,,,,,sub_725,2023-08-22_15h24.56.475,Reversal,2022.1.1,59.94840841165399,1,
