trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,total_learning_time,estimation_exp4.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7680248747389766,0,valid_lose,196.04902850001235,14,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.13216252189816258,1,invalid_win,201.38008560001617,15,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.288418508264095,1,valid_win,205.66192600000068,16,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9967497717495206,0,valid_lose,212.6936137000157,16,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.4473442347468496,0,valid_lose,217.0083033000119,16,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.10659042823148268,1,invalid_win,221.42359869999927,17,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.07026355382105931,0,invalid_lose,226.8718799999915,17,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2821536180430909,1,valid_win,231.0368291999912,18,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6036387617643402,1,valid_win,235.585459599999,19,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3170792869992922,1,valid_win,241.4667005999945,20,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.6193709151749395,0,valid_lose,249.43066610000096,20,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5493832874683191,1,valid_win,253.31274439999834,21,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.22787481476368765,1,invalid_win,257.39468319999287,22,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.444115420739158,1,valid_win,279.80427550000604,23,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.47310993286626113,1,valid_win,285.8185877999931,24,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7468333160205654,1,valid_win,291.9161160000076,25,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.1762295196300997,0,invalid_lose,299.4470494000125,25,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.87373729998944,64.0,64.0,17.582121899991762,"[(4.0, 5.3870458000164945), (42.0, 9.951268800010439), (64.0, 17.582121899991762)]",,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.623955499992,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.05473370000254,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.1540544000163,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9893258934311274,1,valid_win,337.13427500001853,26,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.031658953983457194,0,invalid_lose,348.1138015000033,26,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.28152764352738735,0,valid_lose,352.8791627000028,26,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.2261110562437343,1,invalid_win,358.1437843000167,27,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8577304056820303,1,valid_win,362.00906929999474,28,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8450044066539514,1,valid_win,366.6741408999951,29,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4261042911737505,1,valid_win,371.48967380000977,30,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.4218277412524164,1,valid_win,380.5196329000173,31,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5079589688685233,1,valid_win,385.3345530999941,32,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.913367721788049,0,valid_lose,391.39916490000905,32,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.46781310974424195,0,valid_lose,395.91436399999657,32,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.8585460362554945,0,valid_lose,400.02939250000054,32,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9098378005464814,0,valid_lose,404.34530640000594,32,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7749388124497472,1,valid_win,408.5936237999995,33,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.09097498418270722,0,invalid_lose,413.89222919999156,33,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.558799929209553,1,valid_win,417.30722000001697,34,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7620088578231242,1,valid_win,425.90504270000383,35,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.13389751509158654,1,invalid_win,431.5522697000124,36,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.1465008296997814,1,invalid_win,438.3664936000132,37,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.9957711390895079,0,valid_lose,442.73171849999926,37,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.1400926999922,41.0,41.0,2.7561068999930285,"[(41.0, 2.7561068999930285)]",,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.810793600016,,40.0,1.4290372999967076,"[(40.0, 1.4290372999967076)]",40.0,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0434172000096,,36.0,2.04426580001018,"[(36.0, 2.04426580001018)]",,36.0,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.9098083999997,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.12382383927709317,0,invalid_lose,458.4930444000056,37,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7664395397951123,0,valid_lose,462.7750272999983,37,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5160929889752867,0,valid_lose,466.82362430001376,37,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6764339766706653,1,valid_win,470.7055723000085,38,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2004760643421989,0,invalid_lose,474.60431470000185,38,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5457512985628765,1,valid_win,478.68657439999515,39,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5908613212111445,0,valid_lose,482.63539860001765,39,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5897733573461328,1,valid_win,486.6835465999902,40,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.7910521965745109,0,valid_lose,490.7656663999951,40,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5095224624097574,1,valid_win,494.89743199999793,41,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2345411288234911,0,invalid_lose,501.3788659000129,41,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.996853196314382,1,valid_win,506.04432410001755,42,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.798437234072372,1,valid_win,509.84244999999646,43,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6702060894744535,1,valid_win,513.7910161000036,44,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6102710488137867,1,valid_win,517.9727280999941,45,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.12148460559542451,0,invalid_lose,522.3716832000064,45,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5689069235809213,0,valid_lose,526.3869271000149,45,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6720001156384311,1,valid_win,531.0185270000075,46,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5343000405637502,1,valid_win,534.9338378999964,47,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
