participant,image_file,estimation_response,block
sub_215,exp1.png,85.0,6
sub_215,exp2.png,100.0,6
sub_215,exp3.png,93.0,6
sub_215,exp4.png,81.0,7
sub_215,exp1.png,91.0,12
sub_215,exp2.png,99.0,12
sub_215,exp3.png,25.0,13
sub_215,exp4.png,94.0,13
sub_215,exp1.png,95.0,18
sub_215,exp2.png,95.0,19
sub_215,exp3.png,100.0,19
sub_215,exp4.png,100.0,19
sub_215,exp1.png,83.0,25
sub_215,exp2.png,96.0,25
sub_215,exp3.png,38.0,25
sub_215,exp4.png,35.0,25
sub_215,exp1.png,99.0,31
sub_215,exp2.png,100.0,31
sub_215,exp3.png,99.0,31
sub_215,exp4.png,100.0,32
sub_215,exp1.png,100.0,37
sub_215,exp2.png,100.0,37
sub_215,exp3.png,100.0,38
sub_215,exp4.png,100.0,38
