participant,image_file,estimation_response,block
sub_217,exp1.png,97.0,6
sub_217,exp2.png,15.0,6
sub_217,exp3.png,77.0,6
sub_217,exp4.png,72.0,7
sub_217,exp1.png,65.0,12
sub_217,exp2.png,50.0,12
sub_217,exp3.png,50.0,13
sub_217,exp4.png,50.0,13
sub_217,exp1.png,81.0,18
sub_217,exp2.png,50.0,19
sub_217,exp3.png,81.0,19
sub_217,exp4.png,50.0,19
sub_217,exp1.png,79.0,25
sub_217,exp2.png,76.0,25
sub_217,exp3.png,77.0,25
sub_217,exp4.png,19.0,25
sub_217,exp1.png,67.0,31
sub_217,exp2.png,66.0,31
sub_217,exp3.png,75.0,31
sub_217,exp4.png,17.0,32
sub_217,exp1.png,21.0,37
sub_217,exp2.png,28.0,37
sub_217,exp3.png,94.0,38
sub_217,exp4.png,1.0,38
