participant,image_file,estimation_response,block
sub_367,exp1.png,69.0,6
sub_367,exp2.png,39.0,6
sub_367,exp3.png,62.0,6
sub_367,exp4.png,53.0,7
sub_367,exp1.png,56.0,12
sub_367,exp2.png,60.0,12
sub_367,exp3.png,38.0,13
sub_367,exp4.png,34.0,13
sub_367,exp1.png,63.0,18
sub_367,exp2.png,62.0,19
sub_367,exp3.png,71.0,19
sub_367,exp4.png,36.0,19
sub_367,exp1.png,40.0,25
sub_367,exp2.png,69.0,25
sub_367,exp3.png,40.0,25
sub_367,exp4.png,62.0,25
sub_367,exp1.png,65.0,31
sub_367,exp2.png,61.0,31
sub_367,exp3.png,43.0,31
sub_367,exp4.png,59.0,32
sub_367,exp1.png,54.0,37
sub_367,exp2.png,46.0,37
sub_367,exp3.png,58.0,38
sub_367,exp4.png,44.0,38
sub_367,exp1.png,56.0,43
sub_367,exp2.png,44.0,44
sub_367,exp3.png,59.0,44
sub_367,exp4.png,42.0,44
