participant,image_file,estimation_response,block
sub_845,exp1.png,74.0,6
sub_845,exp2.png,67.0,6
sub_845,exp3.png,32.0,6
sub_845,exp4.png,35.0,7
sub_845,exp1.png,67.0,12
sub_845,exp2.png,36.0,12
sub_845,exp3.png,77.0,13
sub_845,exp4.png,50.0,13
sub_845,exp1.png,99.0,18
sub_845,exp2.png,24.0,19
sub_845,exp3.png,31.0,19
sub_845,exp4.png,74.0,19
sub_845,exp1.png,90.0,25
sub_845,exp2.png,15.0,25
sub_845,exp3.png,50.0,25
sub_845,exp4.png,50.0,25
sub_845,exp1.png,50.0,31
sub_845,exp2.png,50.0,31
sub_845,exp3.png,50.0,31
sub_845,exp4.png,50.0,32
sub_845,exp1.png,50.0,37
sub_845,exp2.png,50.0,37
sub_845,exp3.png,50.0,38
sub_845,exp4.png,50.0,38
sub_845,exp1.png,50.0,43
sub_845,exp2.png,71.0,44
sub_845,exp3.png,33.0,44
sub_845,exp4.png,78.0,44
