participant,image_file,estimation_response,block
sub_699,exp1.png,50.0,6
sub_699,exp2.png,50.0,6
sub_699,exp3.png,51.0,6
sub_699,exp4.png,56.0,7
sub_699,exp1.png,50.0,12
sub_699,exp2.png,50.0,12
sub_699,exp3.png,50.0,13
sub_699,exp4.png,50.0,13
sub_699,exp1.png,17.0,18
sub_699,exp2.png,85.0,19
sub_699,exp3.png,19.0,19
sub_699,exp4.png,82.0,19
sub_699,exp1.png,49.0,25
sub_699,exp2.png,50.0,25
sub_699,exp3.png,50.0,25
sub_699,exp4.png,50.0,25
sub_699,exp1.png,75.0,31
sub_699,exp2.png,29.0,31
sub_699,exp3.png,80.0,31
sub_699,exp4.png,76.0,32
sub_699,exp1.png,50.0,37
sub_699,exp2.png,50.0,37
sub_699,exp3.png,50.0,38
sub_699,exp4.png,50.0,38
