participant,image_file,estimation_response,block
sub_798,exp1.png,67.0,6
sub_798,exp2.png,29.0,6
sub_798,exp3.png,100.0,6
sub_798,exp4.png,23.0,7
sub_798,exp1.png,87.0,12
sub_798,exp2.png,20.0,12
sub_798,exp3.png,100.0,13
sub_798,exp4.png,13.0,13
sub_798,exp1.png,100.0,18
sub_798,exp2.png,1.0,19
sub_798,exp3.png,100.0,19
sub_798,exp4.png,1.0,19
sub_798,exp1.png,100.0,25
sub_798,exp2.png,1.0,25
sub_798,exp3.png,31.0,25
sub_798,exp4.png,66.0,25
sub_798,exp1.png,90.0,31
sub_798,exp2.png,8.0,31
sub_798,exp3.png,1.0,31
sub_798,exp4.png,100.0,32
sub_798,exp1.png,89.0,37
sub_798,exp2.png,13.0,37
sub_798,exp3.png,12.0,38
sub_798,exp4.png,94.0,38
