participant,image_file,estimation_response,block
sub_330,exp1.png,98.0,6
sub_330,exp2.png,98.0,6
sub_330,exp3.png,100.0,6
sub_330,exp4.png,99.0,7
sub_330,exp1.png,97.0,12
sub_330,exp2.png,99.0,12
sub_330,exp3.png,98.0,13
sub_330,exp4.png,99.0,13
sub_330,exp1.png,99.0,18
sub_330,exp2.png,99.0,19
sub_330,exp3.png,99.0,19
sub_330,exp4.png,99.0,19
sub_330,exp1.png,99.0,25
sub_330,exp2.png,98.0,25
sub_330,exp3.png,99.0,25
sub_330,exp4.png,99.0,25
sub_330,exp1.png,100.0,31
sub_330,exp2.png,99.0,31
sub_330,exp3.png,99.0,31
sub_330,exp4.png,98.0,32
sub_330,exp1.png,100.0,37
sub_330,exp2.png,99.0,37
sub_330,exp3.png,100.0,38
sub_330,exp4.png,99.0,38
