participant,image_file,estimation_response,block
sub_392,exp1.png,1.0,6
sub_392,exp2.png,100.0,6
sub_392,exp3.png,8.0,6
sub_392,exp4.png,98.0,7
sub_392,exp1.png,50.0,12
sub_392,exp2.png,94.0,12
sub_392,exp3.png,31.0,13
sub_392,exp4.png,1.0,13
sub_392,exp1.png,50.0,18
sub_392,exp2.png,50.0,19
sub_392,exp3.png,15.0,19
sub_392,exp4.png,50.0,19
sub_392,exp1.png,50.0,25
sub_392,exp2.png,50.0,25
sub_392,exp3.png,50.0,25
sub_392,exp4.png,50.0,25
sub_392,exp1.png,50.0,31
sub_392,exp2.png,50.0,31
sub_392,exp3.png,50.0,31
sub_392,exp4.png,50.0,32
sub_392,exp1.png,50.0,37
sub_392,exp2.png,50.0,37
sub_392,exp3.png,50.0,38
sub_392,exp4.png,50.0,38
