participant,image_file,estimation_response,block
sub_040,exp1.png,70.0,6
sub_040,exp2.png,84.0,6
sub_040,exp3.png,26.0,6
sub_040,exp4.png,22.0,7
sub_040,exp1.png,81.0,12
sub_040,exp2.png,79.0,12
sub_040,exp3.png,25.0,13
sub_040,exp4.png,17.0,13
sub_040,exp1.png,21.0,18
sub_040,exp2.png,26.0,19
sub_040,exp3.png,77.0,19
sub_040,exp4.png,66.0,19
sub_040,exp1.png,76.0,25
sub_040,exp2.png,82.0,25
sub_040,exp3.png,27.0,25
sub_040,exp4.png,79.0,25
sub_040,exp1.png,30.0,31
sub_040,exp2.png,50.0,31
sub_040,exp3.png,79.0,31
sub_040,exp4.png,26.0,32
sub_040,exp1.png,88.0,37
sub_040,exp2.png,86.0,37
sub_040,exp3.png,19.0,38
sub_040,exp4.png,19.0,38
sub_040,exp1.png,84.0,43
sub_040,exp2.png,83.0,44
sub_040,exp3.png,83.0,44
sub_040,exp4.png,83.0,44
