participant,image_file,estimation_response,block
sub_213,exp1.png,31.0,6
sub_213,exp2.png,31.0,6
sub_213,exp3.png,30.0,6
sub_213,exp4.png,57.0,7
sub_213,exp1.png,32.0,12
sub_213,exp2.png,21.0,12
sub_213,exp3.png,35.0,13
sub_213,exp4.png,59.0,13
sub_213,exp1.png,18.0,18
sub_213,exp2.png,26.0,19
sub_213,exp3.png,23.0,19
sub_213,exp4.png,26.0,19
sub_213,exp1.png,66.0,25
sub_213,exp2.png,50.0,25
sub_213,exp3.png,50.0,25
sub_213,exp4.png,50.0,25
sub_213,exp1.png,16.0,31
sub_213,exp2.png,14.0,31
sub_213,exp3.png,18.0,31
sub_213,exp4.png,19.0,32
sub_213,exp1.png,44.0,37
sub_213,exp2.png,41.0,37
sub_213,exp3.png,43.0,38
sub_213,exp4.png,40.0,38
sub_213,exp1.png,36.0,43
sub_213,exp2.png,32.0,44
sub_213,exp3.png,35.0,44
sub_213,exp4.png,36.0,44
