participant,image_file,estimation_response,block
sub_288,exp1.png,50.0,6
sub_288,exp2.png,62.0,6
sub_288,exp3.png,34.0,6
sub_288,exp4.png,38.0,7
sub_288,exp1.png,43.0,12
sub_288,exp2.png,36.0,12
sub_288,exp3.png,35.0,13
sub_288,exp4.png,33.0,13
sub_288,exp1.png,64.0,18
sub_288,exp2.png,60.0,19
sub_288,exp3.png,50.0,19
sub_288,exp4.png,35.0,19
sub_288,exp1.png,59.0,25
sub_288,exp2.png,60.0,25
sub_288,exp3.png,41.0,25
sub_288,exp4.png,39.0,25
sub_288,exp1.png,42.0,31
sub_288,exp2.png,41.0,31
sub_288,exp3.png,59.0,31
sub_288,exp4.png,62.0,32
sub_288,exp1.png,58.0,37
sub_288,exp2.png,61.0,37
sub_288,exp3.png,39.0,38
sub_288,exp4.png,39.0,38
sub_288,exp1.png,40.0,43
sub_288,exp2.png,35.0,44
sub_288,exp3.png,50.0,44
sub_288,exp4.png,58.0,44
