participant,image_file,estimation_response,block
sub_490,exp1.png,50.0,6
sub_490,exp2.png,61.0,6
sub_490,exp3.png,50.0,6
sub_490,exp4.png,23.0,7
sub_490,exp1.png,50.0,12
sub_490,exp2.png,29.0,12
sub_490,exp3.png,50.0,13
sub_490,exp4.png,50.0,13
sub_490,exp1.png,60.0,18
sub_490,exp2.png,50.0,19
sub_490,exp3.png,15.0,19
sub_490,exp4.png,50.0,19
sub_490,exp1.png,47.0,25
sub_490,exp2.png,50.0,25
sub_490,exp3.png,30.0,25
sub_490,exp4.png,45.0,25
sub_490,exp1.png,47.0,31
sub_490,exp2.png,50.0,31
sub_490,exp3.png,61.0,31
sub_490,exp4.png,50.0,32
sub_490,exp1.png,72.0,37
sub_490,exp2.png,50.0,37
sub_490,exp3.png,50.0,38
sub_490,exp4.png,50.0,38
sub_490,exp1.png,62.0,43
sub_490,exp2.png,50.0,44
sub_490,exp3.png,61.0,44
sub_490,exp4.png,50.0,44
