participant,image_file,estimation_response,block
sub_692,exp1.png,26.0,6
sub_692,exp2.png,20.0,6
sub_692,exp3.png,50.0,6
sub_692,exp4.png,50.0,7
sub_692,exp1.png,22.0,12
sub_692,exp2.png,77.0,12
sub_692,exp3.png,76.0,13
sub_692,exp4.png,22.0,13
sub_692,exp1.png,31.0,18
sub_692,exp2.png,70.0,19
sub_692,exp3.png,26.0,19
sub_692,exp4.png,50.0,19
sub_692,exp1.png,98.0,25
sub_692,exp2.png,9.0,25
sub_692,exp3.png,90.0,25
sub_692,exp4.png,47.0,25
sub_692,exp1.png,25.0,31
sub_692,exp2.png,50.0,31
sub_692,exp3.png,68.0,31
sub_692,exp4.png,76.0,32
sub_692,exp1.png,69.0,37
sub_692,exp2.png,50.0,37
sub_692,exp3.png,50.0,38
sub_692,exp4.png,32.0,38
