participant,image_file,estimation_response,block
sub_046,exp1.png,100.0,6
sub_046,exp2.png,50.0,6
sub_046,exp3.png,100.0,6
sub_046,exp4.png,100.0,7
sub_046,exp1.png,100.0,12
sub_046,exp2.png,100.0,12
sub_046,exp3.png,100.0,13
sub_046,exp4.png,100.0,13
sub_046,exp1.png,100.0,18
sub_046,exp2.png,100.0,19
sub_046,exp3.png,100.0,19
sub_046,exp4.png,50.0,19
sub_046,exp1.png,75.0,25
sub_046,exp2.png,50.0,25
sub_046,exp3.png,100.0,25
sub_046,exp4.png,100.0,25
sub_046,exp1.png,100.0,31
sub_046,exp2.png,50.0,31
sub_046,exp3.png,100.0,31
sub_046,exp4.png,7.0,32
sub_046,exp1.png,100.0,37
sub_046,exp2.png,100.0,37
sub_046,exp3.png,18.0,38
sub_046,exp4.png,99.0,38
sub_046,exp1.png,1.0,43
sub_046,exp2.png,73.0,44
sub_046,exp3.png,9.0,44
sub_046,exp4.png,50.0,44
