participant,image_file,estimation_response,block
sub_792,exp1.png,99.0,6
sub_792,exp2.png,1.0,6
sub_792,exp3.png,14.0,6
sub_792,exp4.png,94.0,7
sub_792,exp1.png,19.0,12
sub_792,exp2.png,86.0,12
sub_792,exp3.png,13.0,13
sub_792,exp4.png,80.0,13
sub_792,exp1.png,15.0,18
sub_792,exp2.png,87.0,19
sub_792,exp3.png,17.0,19
sub_792,exp4.png,93.0,19
sub_792,exp1.png,91.0,25
sub_792,exp2.png,93.0,25
sub_792,exp3.png,92.0,25
sub_792,exp4.png,93.0,25
sub_792,exp1.png,16.0,31
sub_792,exp2.png,85.0,31
sub_792,exp3.png,86.0,31
sub_792,exp4.png,92.0,32
sub_792,exp1.png,10.0,37
sub_792,exp2.png,95.0,37
sub_792,exp3.png,89.0,38
sub_792,exp4.png,16.0,38
sub_792,exp1.png,80.0,43
sub_792,exp2.png,11.0,44
sub_792,exp3.png,80.0,44
sub_792,exp4.png,17.0,44
