participant,image_file,estimation_response,block
sub_716,exp1.png,21.0,6
sub_716,exp2.png,73.0,6
sub_716,exp3.png,68.0,6
sub_716,exp4.png,72.0,7
sub_716,exp1.png,23.0,12
sub_716,exp2.png,94.0,12
sub_716,exp3.png,50.0,13
sub_716,exp4.png,83.0,13
sub_716,exp1.png,17.0,18
sub_716,exp2.png,65.0,19
sub_716,exp3.png,85.0,19
sub_716,exp4.png,82.0,19
sub_716,exp1.png,4.0,25
sub_716,exp2.png,84.0,25
sub_716,exp3.png,19.0,25
sub_716,exp4.png,98.0,25
sub_716,exp1.png,3.0,31
sub_716,exp2.png,99.0,31
sub_716,exp3.png,99.0,31
sub_716,exp4.png,11.0,32
sub_716,exp1.png,12.0,37
sub_716,exp2.png,98.0,37
sub_716,exp3.png,82.0,38
sub_716,exp4.png,84.0,38
sub_716,exp1.png,22.0,43
sub_716,exp2.png,94.0,44
sub_716,exp3.png,94.0,44
sub_716,exp4.png,50.0,44
