participant,image_file,estimation_response,block
sub_128,exp1.png,69.0,6
sub_128,exp2.png,32.0,6
sub_128,exp3.png,80.0,6
sub_128,exp4.png,31.0,7
sub_128,exp1.png,80.0,12
sub_128,exp2.png,25.0,12
sub_128,exp3.png,25.0,13
sub_128,exp4.png,78.0,13
sub_128,exp1.png,87.0,18
sub_128,exp2.png,24.0,19
sub_128,exp3.png,68.0,19
sub_128,exp4.png,26.0,19
sub_128,exp1.png,23.0,25
sub_128,exp2.png,76.0,25
sub_128,exp3.png,89.0,25
sub_128,exp4.png,29.0,25
sub_128,exp1.png,84.0,31
sub_128,exp2.png,7.0,31
sub_128,exp3.png,74.0,31
sub_128,exp4.png,13.0,32
sub_128,exp1.png,88.0,37
sub_128,exp2.png,11.0,37
sub_128,exp3.png,79.0,38
sub_128,exp4.png,21.0,38
sub_128,exp1.png,81.0,43
sub_128,exp2.png,83.0,44
sub_128,exp3.png,72.0,44
sub_128,exp4.png,14.0,44
