participant,image_file,estimation_response,block
sub_457,exp1.png,100.0,6
sub_457,exp2.png,65.0,6
sub_457,exp3.png,37.0,6
sub_457,exp4.png,43.0,7
sub_457,exp1.png,88.0,12
sub_457,exp2.png,70.0,12
sub_457,exp3.png,70.0,13
sub_457,exp4.png,39.0,13
sub_457,exp1.png,98.0,18
sub_457,exp4.png,41.0,19
sub_457,exp1.png,95.0,25
sub_457,exp2.png,52.0,25
sub_457,exp4.png,44.0,25
sub_457,exp1.png,91.0,31
sub_457,exp2.png,37.0,31
sub_457,exp3.png,71.0,31
sub_457,exp4.png,37.0,32
sub_457,exp1.png,85.0,37
sub_457,exp3.png,59.0,38
sub_457,exp4.png,37.0,38
