participant,image_file,estimation_response,block
sub_916,exp1.png,31.0,6
sub_916,exp2.png,31.0,6
sub_916,exp3.png,31.0,6
sub_916,exp4.png,32.0,7
sub_916,exp1.png,24.0,12
sub_916,exp2.png,81.0,12
sub_916,exp3.png,23.0,13
sub_916,exp4.png,74.0,13
sub_916,exp1.png,30.0,18
sub_916,exp2.png,70.0,19
sub_916,exp3.png,29.0,19
sub_916,exp4.png,73.0,19
sub_916,exp1.png,27.0,25
sub_916,exp2.png,74.0,25
sub_916,exp3.png,29.0,25
sub_916,exp1.png,19.0,31
sub_916,exp4.png,70.0,32
sub_916,exp1.png,50.0,37
sub_916,exp2.png,59.0,37
sub_916,exp3.png,72.0,38
sub_916,exp4.png,30.0,38
