participant,image_file,estimation_response,block
sub_448,exp1.png,12.0,6
sub_448,exp2.png,1.0,6
sub_448,exp3.png,70.0,6
sub_448,exp4.png,15.0,7
sub_448,exp1.png,25.0,12
sub_448,exp2.png,50.0,12
sub_448,exp3.png,65.0,13
sub_448,exp4.png,85.0,13
sub_448,exp1.png,69.0,18
sub_448,exp2.png,26.0,19
sub_448,exp3.png,86.0,19
sub_448,exp4.png,85.0,19
sub_448,exp1.png,25.0,25
sub_448,exp2.png,32.0,25
sub_448,exp3.png,72.0,25
sub_448,exp4.png,61.0,25
sub_448,exp1.png,70.0,31
sub_448,exp2.png,60.0,31
sub_448,exp3.png,71.0,31
sub_448,exp4.png,30.0,32
sub_448,exp1.png,65.0,37
sub_448,exp2.png,73.0,37
sub_448,exp3.png,100.0,38
sub_448,exp4.png,50.0,38
sub_448,exp1.png,79.0,43
sub_448,exp2.png,79.0,44
sub_448,exp3.png,22.0,44
sub_448,exp4.png,50.0,44
