participant,image_file,estimation_response,block
sub_505,exp1.png,72.0,6
sub_505,exp2.png,27.0,6
sub_505,exp3.png,74.0,6
sub_505,exp4.png,24.0,7
sub_505,exp1.png,79.0,12
sub_505,exp2.png,24.0,12
sub_505,exp3.png,77.0,13
sub_505,exp4.png,26.0,13
sub_505,exp1.png,90.0,18
sub_505,exp2.png,21.0,19
sub_505,exp3.png,80.0,19
sub_505,exp4.png,24.0,19
sub_505,exp1.png,100.0,25
sub_505,exp2.png,2.0,25
sub_505,exp3.png,79.0,25
sub_505,exp4.png,20.0,25
sub_505,exp1.png,84.0,31
sub_505,exp2.png,86.0,31
sub_505,exp3.png,24.0,31
sub_505,exp4.png,82.0,32
sub_505,exp1.png,89.0,37
sub_505,exp2.png,26.0,37
sub_505,exp3.png,23.0,38
sub_505,exp4.png,83.0,38
