participant,image_file,estimation_response,block
sub_572,exp1.png,21.0,6
sub_572,exp2.png,85.0,6
sub_572,exp3.png,27.0,6
sub_572,exp4.png,68.0,7
sub_572,exp1.png,20.0,12
sub_572,exp2.png,79.0,12
sub_572,exp3.png,24.0,13
sub_572,exp4.png,75.0,13
sub_572,exp1.png,17.0,18
sub_572,exp2.png,84.0,19
sub_572,exp3.png,22.0,19
sub_572,exp4.png,78.0,19
sub_572,exp1.png,16.0,25
sub_572,exp2.png,86.0,25
sub_572,exp3.png,9.0,25
sub_572,exp4.png,100.0,25
sub_572,exp1.png,16.0,31
sub_572,exp2.png,82.0,31
sub_572,exp3.png,17.0,31
sub_572,exp4.png,82.0,32
sub_572,exp1.png,13.0,37
sub_572,exp2.png,83.0,37
sub_572,exp3.png,24.0,38
sub_572,exp4.png,83.0,38
