participant,image_file,estimation_response,block
sub_303,exp1.png,30.0,6
sub_303,exp2.png,75.0,6
sub_303,exp3.png,27.0,6
sub_303,exp4.png,79.0,7
sub_303,exp1.png,18.0,12
sub_303,exp2.png,82.0,12
sub_303,exp3.png,12.0,13
sub_303,exp4.png,90.0,13
sub_303,exp1.png,8.0,18
sub_303,exp2.png,94.0,19
sub_303,exp3.png,8.0,19
sub_303,exp4.png,94.0,19
sub_303,exp1.png,50.0,25
sub_303,exp2.png,50.0,25
sub_303,exp3.png,50.0,25
sub_303,exp4.png,50.0,25
sub_303,exp1.png,100.0,31
sub_303,exp2.png,1.0,31
sub_303,exp3.png,1.0,31
sub_303,exp4.png,100.0,32
sub_303,exp1.png,75.0,37
sub_303,exp2.png,21.0,37
sub_303,exp3.png,26.0,38
sub_303,exp4.png,77.0,38
