participant,image_file,estimation_response,block
sub_124,exp1.png,1.0,6
sub_124,exp2.png,100.0,6
sub_124,exp3.png,50.0,6
sub_124,exp4.png,100.0,7
sub_124,exp1.png,100.0,12
sub_124,exp2.png,1.0,12
sub_124,exp3.png,24.0,13
sub_124,exp4.png,65.0,13
sub_124,exp1.png,1.0,18
sub_124,exp2.png,100.0,19
sub_124,exp3.png,16.0,19
sub_124,exp4.png,100.0,19
sub_124,exp1.png,5.0,25
sub_124,exp2.png,100.0,25
sub_124,exp3.png,71.0,25
sub_124,exp4.png,36.0,25
sub_124,exp1.png,73.0,31
sub_124,exp2.png,38.0,31
sub_124,exp3.png,77.0,31
sub_124,exp4.png,50.0,32
sub_124,exp1.png,100.0,37
sub_124,exp2.png,1.0,37
sub_124,exp3.png,71.0,38
sub_124,exp4.png,48.0,38
